county,code,per_cap_income,rank
"Westmoreland County, PA",42129,"$47,096 ",599
"Madison County, AL",1089,"$47,095 ",600
"Greene County, IA",19073,"$47,085 ",601
"Grant County, MN",27051,"$47,079 ",602
"Clark County, WA",53011,"$47,078 ",603
"Ada County, ID",16001,"$47,046 ",604
"Baltimore City County, MD",24510,"$47,040 ",605
"Colusa County, CA",6011,"$47,020 ",606
"Orleans Parish, LA",22071,"$47,013 ",607
"Hand County, SD",46059,"$46,997 ",608
"Lewis County, ID",16061,"$46,986 ",609
"Jewell County, KS",20089,"$46,983 ",610
"Pope County, MN",27121,"$46,981 ",611
"Greeley County, KS",20071,"$46,969 ",612
"Schenectady County, NY",36093,"$46,967 ",613
"Porter County, IN",18127,"$46,965 ",614
"Hancock County, ME",23009,"$46,959 ",615
"Webster County, NE",31181,"$46,939 ",616
"Broward County, FL",12011,"$46,906 ",617
"Anoka County, MN",27003,"$46,901 ",618
"Rock County, MN",27133,"$46,901 ",618
"Humboldt County, IA",19091,"$46,876 ",620
"Atchison County, MO",29005,"$46,866 ",621
"Cedar County, IA",19031,"$46,851 ",622
"Okaloosa County, FL",12091,"$46,836 ",623
"Castro County, TX",48069,"$46,835 ",624
"Marshall County, KS",20117,"$46,819 ",625
"Outagamie, WI",55087,"$46,814 ",626
"Lampasas County, TX",48281,"$46,808 ",627
"Salt Lake County, UT",49035,"$46,762 ",628
"Garfield County, NE",31071,"$46,755 ",629
"Pennington County, SD",46103,"$46,755 ",629
"Botetourt County, VA",51023,"$46,748 ",631
"Moody County, SD",46101,"$46,738 ",632
"Sioux County, IA",19167,"$46,732 ",633
"Logan County, CO",8075,"$46,730 ",634
"Green, WI",55045,"$46,729 ",635
"Strafford, NH",33017,"$46,727 ",636
"Pierce County, WA",53053,"$46,706 ",637
"York County, ME",23031,"$46,687 ",638
"Oneida, WI",55085,"$46,675 ",639
"Boyd County, NE",31015,"$46,673 ",640
"Fremont County, IA",19071,"$46,672 ",641
"Plaquemines Parish, LA",22075,"$46,657 ",642
"Gosper County, NE",31073,"$46,652 ",643
"Wallace County, KS",20199,"$46,635 ",644
"Chippewa County, MN",27023,"$46,626 ",645
"Ottawa County, OH",39123,"$46,610 ",646
"Cook County, MN",27031,"$46,609 ",647
"Cass County, NE",31025,"$46,609 ",647
"Middlesex County, VA",51119,"$46,594 ",649
"Columbia, WI",55021,"$46,574 ",650
"Skagit County, WA",53057,"$46,565 ",651
"Cherokee County, GA",13057,"$46,547 ",652
"Union County, OH",39159,"$46,547 ",652
"Hamilton County, IA",19079,"$46,489 ",654
"Monona County, IA",19133,"$46,419 ",655
"Sagadahoc County, ME",23023,"$46,406 ",656
"Silver Bow County, MT",30093,"$46,395 ",657
"San Benito County, CA",6069,"$46,392 ",658
"Summit County, OH",39153,"$46,382 ",659
"Borden County, TX",48033,"$46,359 ",660
"Wright County, IA",19197,"$46,356 ",661
"Frederick County, VA",51069,"$46,356 ",661
"Adams County, ND",38001,"$46,318 ",663
"Knox County, TN",47093,"$46,305 ",664
"Knox County, ME",23013,"$46,275 ",665
"Harding County, SD",46063,"$46,263 ",666
"Union County, NC",37179,"$46,246 ",667
"Shelby County, TN",47157,"$46,234 ",668
"Lincoln County, ME",23015,"$46,231 ",669
"Lavaca County, TX",48285,"$46,227 ",670
"Erie County, OH",39043,"$46,222 ",671
"Kane County, IL",17089,"$46,202 ",672
"Lake County, OH",39085,"$46,192 ",673
"Hancock County, IN",18059,"$46,188 ",674
"Prince George's County, MD",24033,"$46,168 ",675
"Solano County, CA",6095,"$46,151 ",676
"Ascension Parish, LA",22005,"$46,141 ",677
"McCook County, SD",46087,"$46,135 ",678
"Valley County, ID",16085,"$46,130 ",679
"Greene County, OH",39057,"$46,106 ",680
"Addison County, VT",50001,"$46,092 ",681
"Pawnee County, NE",31133,"$46,089 ",682
"Kingfisher County, OK",40073,"$46,079 ",683
"Andrews County, TX",48003,"$46,078 ",684
"Colorado County, TX",48089,"$46,072 ",685
"Carteret County, NC",37031,"$46,056 ",686
"Lincoln County, WA",53043,"$46,053 ",687
"Hardin County, IA",19083,"$46,036 ",688
"Dixon County, NE",31051,"$46,012 ",689
"Lincoln County, MN",27081,"$46,011 ",690
"Piatt County, IL",17147,"$45,991 ",691
"Seward County, NE",31159,"$45,989 ",692
"Terrell County, TX",48443,"$45,983 ",693
"Decatur County, KS",20039,"$45,972 ",694
"Sarpy County, NE",31153,"$45,934 ",695
"Thurston County, WA",53067,"$45,932 ",696
"Durham County, NC",37063,"$45,931 ",697
"McCracken County, KY",21145,"$45,927 ",698
"Gloucester County, VA",51073,"$45,923 ",699
"York County, PA",42133,"$45,918 ",700
"Sutton County, TX",48435,"$45,911 ",701
"Columbia County, GA",13073,"$45,908 ",702
"St. Charles Parish, LA",22089,"$45,883 ",703
"Elko County, NV",32007,"$45,866 ",704
"Sublette County, WY",56035,"$45,863 ",705
"Adams County, PA",42001,"$45,853 ",706
"Teller County, CO",8119,"$45,849 ",707
"Richardson County, NE",31147,"$45,841 ",708
"Lancaster County, PA",42071,"$45,839 ",709
"Calhoun County, IA",19025,"$45,833 ",710
"Jo Daviess County, IL",17085,"$45,829 ",711
"Iredell County, NC",37097,"$45,817 ",712
"Stonewall County, TX",48433,"$45,778 ",713
"Nicollet County, MN",27103,"$45,777 ",714
"Lee County, FL",12071,"$45,768 ",715
"Berks County, PA",42011,"$45,763 ",716
"Morgan County, UT",49029,"$45,755 ",717
"Yankton County, SD",46135,"$45,748 ",718
"La Crosse, WI",55063,"$45,731 ",719
"La Salle County, TX",48283,"$45,720 ",720
"Clay County, IA",19041,"$45,719 ",721
"McLean County, IL",17113,"$45,718 ",722
"Platte County, NE",31141,"$45,692 ",723
"Hyde County, SD",46069,"$45,683 ",724
"Fisher County, TX",48151,"$45,679 ",725
"Madison County, NE",31119,"$45,673 ",726
"Jackson County, CO",8057,"$45,658 ",727
"Park County, MT",30067,"$45,647 ",728
"Warren County, IA",19181,"$45,632 ",729
"Logan County, KS",20109,"$45,629 ",730
"Carbon County, PA",42025,"$45,622 ",731
"Rawlins County, KS",20153,"$45,614 ",732
"Pratt County, KS",20151,"$45,604 ",733
"Greeley County, NE",31077,"$45,604 ",733
"Klickitat County, WA",53039,"$45,595 ",735
"Washington County, OK",40147,"$45,593 ",736
"Calumet, WI",55015,"$45,569 ",737
"Jerauld County, SD",46073,"$45,559 ",738
"Hendricks County, IN",18063,"$45,513 ",739
"Phillips County, KS",20147,"$45,511 ",740
"Lancaster County, NE",31109,"$45,484 ",741
"DeKalb County, GA",13089,"$45,445 ",742
"Hodgeman County, KS",20083,"$45,443 ",743
"Miami-Dade County, FL",12086,"$45,440 ",744
"Mendocino County, CA",6045,"$45,436 ",745
"Manitowoc, WI",55071,"$45,433 ",746
"Archer County, TX",48009,"$45,387 ",747
"Llano County, TX",48299,"$45,385 ",748
"Throckmorton County, TX",48447,"$45,369 ",749
"Elk County, KS",20049,"$45,349 ",750
"Polk County, MN",27119,"$45,345 ",751
"Benton County, WA",53005,"$45,329 ",752
"Nelson County, VA",51125,"$45,323 ",753
"Randall County, TX",48381,"$45,294 ",754
"Lee County, TX",48287,"$45,276 ",755
"East Baton Rouge Parish, LA",22033,"$45,248 ",756
"Wright County, MN",27171,"$45,245 ",757
"Jefferson County, WV",54037,"$45,227 ",758
"Scurry County, TX",48415,"$45,218 ",759
"Butler County, NE",31023,"$45,213 ",760
"Rensselaer County, NY",36083,"$45,212 ",761
"Kerr County, TX",48265,"$45,196 ",762
"Keith County, NE",31101,"$45,190 ",763
"Salem County, NJ",34033,"$45,187 ",764
"Dickinson County, KS",20041,"$45,185 ",765
"Moore County, NC",37125,"$45,181 ",766
"Furnas County, NE",31065,"$45,177 ",767
"Morris County, KS",20127,"$45,171 ",768
"Deuel County, NE",31049,"$45,160 ",769
"Carson County, TX",48065,"$45,119 ",770
"Marathon, WI",55073,"$45,076 ",771
"Dubuque County, IA",19061,"$45,068 ",772
"Aransas County, TX",48007,"$45,064 ",773
"Pierce County, ND",38069,"$45,061 ",774
"Harper County, KS",20077,"$45,048 ",775
"Niobrara County, WY",56027,"$45,046 ",776
"Ulster County, NY",36111,"$45,030 ",777
"Harper County, OK",40059,"$45,026 ",778
"Fayette County, KY",21067,"$45,025 ",779
"Worth County, IA",19195,"$44,998 ",780
"Pepin, WI",55091,"$44,954 ",781
"Putnam County, OH",39137,"$44,953 ",782
"Washington County, KS",20201,"$44,950 ",783
"Posey County, IN",18129,"$44,931 ",784
"Boone County, IA",19015,"$44,926 ",785
"Highland County, VA",51091,"$44,881 ",786
"Matanuska-Susitna Borough, AK",2170,"$44,880 ",787
"Grand Traverse County, MI",26055,"$44,834 ",788
"Howard County, NE",31093,"$44,828 ",789
"Racine, WI",55101,"$44,813 ",790
"Otoe County, NE",31131,"$44,797 ",791
"Garfield County, OK",40047,"$44,782 ",792
"Elk County, PA",42047,"$44,772 ",793
"Adair County, IA",19001,"$44,765 ",794
"Green Lake, WI",55047,"$44,759 ",795
"Lake of the Woods County, MN",27077,"$44,756 ",796
"Douglas County, IL",17041,"$44,749 ",797
"Calcasieu Parish, LA",22019,"$44,743 ",798
"Lewis and Clark County, MT",30049,"$44,733 ",799
"Saline County, KS",20169,"$44,732 ",800
"Clay County, NE",31035,"$44,731 ",801
"Union County, AR",5139,"$44,731 ",801
"Kalamazoo County, MI",26077,"$44,729 ",803
"Haakon County, SD",46055,"$44,719 ",804
"Oldham County, TX",48359,"$44,717 ",805
"Seminole County, FL",12117,"$44,703 ",806
"Box Butte County, NE",31013,"$44,699 ",807
"Williamson County, TX",48491,"$44,679 ",808
"Forsyth County, NC",37067,"$44,672 ",809
"Lawrence County, SD",46081,"$44,670 ",810
"Fond du Lac, WI",55039,"$44,665 ",811
"Hinsdale County, CO",8053,"$44,660 ",812
"Northumberland County, VA",51133,"$44,653 ",813
"Wilson County, TN",47189,"$44,650 ",814
"Red Lake County, MN",27125,"$44,633 ",815
"Providence County, RI",44007,"$44,630 ",816
"Cameron Parish, LA",22023,"$44,621 ",817
"Aurora County, SD",46003,"$44,595 ",818
"Lyon County, MN",27083,"$44,580 ",819
"Gregg County, TX",48183,"$44,580 ",819
"St. Joseph County, IN",18141,"$44,568 ",821
"Kendall County, IL",17093,"$44,552 ",822
"Tillman County, OK",40141,"$44,552 ",822
"Iron, WI",55051,"$44,542 ",824
"Butler County, IA",19023,"$44,540 ",825
"Wabasha County, MN",27157,"$44,534 ",826
"Sangamon County, IL",17167,"$44,523 ",827
"Bremer County, IA",19017,"$44,514 ",828
"Macon County, IL",17115,"$44,507 ",829
"Shawnee County, KS",20177,"$44,504 ",830
"Kings County, NY",36047,"$44,502 ",831
"Iowa, WI",55049,"$44,484 ",832
"Kalawao + Maui County, HI",15901,"$44,478 ",833
"Barron, WI",55005,"$44,458 ",834
"Roseau County, MN",27135,"$44,447 ",835
"Clay County, MO",29047,"$44,446 ",836
"Victoria County, TX",48469,"$44,438 ",837
"El Paso County, CO",8041,"$44,409 ",838
"Adams County, WA",53001,"$44,393 ",839
"Johnson County, IN",18081,"$44,386 ",840
"Le Sueur County, MN",27079,"$44,382 ",841
"Knox County, NE",31107,"$44,368 ",842
"Madison County, IA",19121,"$44,354 ",843
"Winona County, MN",27169,"$44,354 ",843
"Lafayette Parish, LA",22055,"$44,347 ",845
"Stillwater County, MT",30095,"$44,314 ",846
"Effingham County, IL",17049,"$44,312 ",847
"White County, IL",17193,"$44,298 ",848
"Greenville County, SC",45045,"$44,298 ",848
"Beaver County, OK",40007,"$44,277 ",850
"Mower County, MN",27099,"$44,274 ",851
"Whatcom County, WA",53073,"$44,273 ",852
"Sweet Grass County, MT",30097,"$44,264 ",853
"Garden County, NE",31069,"$44,259 ",854
"Atlantic County, NJ",34001,"$44,254 ",855
"Adams County, NE",31001,"$44,216 ",856
"Miami County, KS",20121,"$44,202 ",857
"Graham County, KS",20065,"$44,186 ",858
"Smith County, KS",20183,"$44,166 ",859
"Cecil County, MD",24015,"$44,165 ",860
"Manatee County, FL",12081,"$44,158 ",861
"Mercer County, OH",39107,"$44,139 ",862
"Winneshiek County, IA",19191,"$44,138 ",863
"Cass County, IA",19029,"$44,134 ",864
"Missoula County, MT",30063,"$44,134 ",864
"Miner County, SD",46097,"$44,126 ",866
"West Baton Rouge Parish, LA",22121,"$44,125 ",867
"Price, WI",55099,"$44,123 ",868
"Tama County, IA",19171,"$44,097 ",869
"Gilliam County, OR",41021,"$44,085 ",870
"Dodge County, NE",31053,"$44,081 ",871
"Cochran County, TX",48079,"$44,064 ",872
"Kanawha County, WV",54039,"$44,060 ",873
"Sauk, WI",55111,"$44,037 ",874
"Ottawa County, MI",26139,"$44,035 ",875
"Wood County, OH",39173,"$44,029 ",876
"Campbell County, KY",21037,"$44,008 ",877
"Berrien County, MI",26021,"$44,007 ",878
"Tazewell County, IL",17179,"$43,991 ",879
"Walworth, WI",55127,"$43,989 ",880
"McCone County, MT",30055,"$43,988 ",881
"Sumner County, TN",47165,"$43,951 ",882
"Dickinson County, MI",26043,"$43,948 ",883
"Red Willow County, NE",31145,"$43,936 ",884
"Chisago County, MN",27025,"$43,934 ",885
"Humboldt County, NV",32013,"$43,884 ",886
"Cameron County, PA",42023,"$43,879 ",887
"Poweshiek County, IA",19157,"$43,876 ",888
"Loudon County, TN",47105,"$43,868 ",889
"Huron County, MI",26063,"$43,865 ",890
"Fall River County, SD",46047,"$43,856 ",891
"Dewey County, OK",40043,"$43,849 ",892
"Kimball County, NE",31105,"$43,846 ",893
"Brazoria County, TX",48039,"$43,842 ",894
"Colfax County, NE",31037,"$43,834 ",895
"Fallon County, MT",30025,"$43,814 ",896
"Hillsborough County, FL",12057,"$43,803 ",897
"Alfalfa County, OK",40003,"$43,791 ",898
"Ellis County, KS",20051,"$43,786 ",899
"Morgan County, GA",13211,"$43,769 ",900
"Lafourche Parish, LA",22057,"$43,752 ",901
"Buena Vista County, IA",19021,"$43,740 ",902
"Harris County, GA",13145,"$43,730 ",903
"Jefferson County, NY",36045,"$43,711 ",904
"Delaware County, IA",19055,"$43,681 ",905
"Orange County, VA",51137,"$43,679 ",906
"Harrison County, IA",19085,"$43,675 ",907
"Burnet County, TX",48053,"$43,667 ",908
"Beaver County, PA",42007,"$43,659 ",909
"Woodward County, OK",40153,"$43,650 ",910
"Winnebago, WI",55139,"$43,641 ",911
"Windham County, CT",9015,"$43,636 ",912
"De Witt County, IL",17039,"$43,632 ",913
"Maricopa County, AZ",4013,"$43,628 ",914
"Cole County, MO",29051,"$43,620 ",915
"Bexar County, TX",48029,"$43,617 ",916
"Lackawanna County, PA",42069,"$43,616 ",917
"Buchanan County, IA",19019,"$43,607 ",918
"Wallowa County, OR",41063,"$43,593 ",919
"Kauai County, HI",15007,"$43,585 ",920
"Brewster County, TX",48043,"$43,579 ",921
"Lebanon County, PA",42075,"$43,576 ",922
"Humboldt County, CA",6023,"$43,573 ",923
"King William County, VA",51101,"$43,562 ",924
"Osage County, MO",29151,"$43,561 ",925
"McLeod County, MN",27085,"$43,559 ",926
"Guilford County, NC",37081,"$43,556 ",927
"Teton County, MT",30099,"$43,548 ",928
"Otter Tail County, MN",27111,"$43,545 ",929
"Eau Claire, WI",55035,"$43,543 ",930
"Jefferson County, MT",30043,"$43,540 ",931
"Platte County, WY",56031,"$43,532 ",932
"Orange County, VT",50017,"$43,531 ",933
"Chase County, KS",20017,"$43,525 ",934
"Boone County, KY",21015,"$43,507 ",935
"St. James Parish, LA",22093,"$43,494 ",936
"Lucas County, OH",39095,"$43,493 ",937
"Marion County, IA",19125,"$43,485 ",938
"Nance County, NE",31125,"$43,479 ",939
"Auglaize County, OH",39011,"$43,476 ",940
"Southeast Fairbanks Borough, AK",2240,"$43,473 ",941
"Gunnison County, CO",8051,"$43,473 ",941
"Washington County, MD",24043,"$43,470 ",943
"Steele County, MN",27147,"$43,470 ",943
"Queens County, NY",36081,"$43,467 ",945
"Walla Walla County, WA",53071,"$43,459 ",946
"Woodford County, KY",21239,"$43,450 ",947
"Waupaca, WI",55135,"$43,448 ",948
"Garfield County, WA",53023,"$43,447 ",949
"Johnson County, WY",56019,"$43,447 ",949
"Tuolumne County, CA",6109,"$43,428 ",951
"Muscatine County, IA",19139,"$43,426 ",952
"Custer County, SD",46033,"$43,420 ",953
"Becker County, MN",27005,"$43,415 ",954
"Clark County, SD",46025,"$43,386 ",955
"Brown County, KS",20013,"$43,384 ",956
"Frontier County, NE",31063,"$43,379 ",957
"Cascade County, MT",30013,"$43,375 ",958
"Milwaukee, WI",55079,"$43,375 ",958
"Lee County, GA",13177,"$43,364 ",960
"Nuckolls County, NE",31129,"$43,362 ",961
"Modoc County, CA",6049,"$43,354 ",962
"Macomb County, MI",26099,"$43,328 ",963
"Washburn, WI",55129,"$43,323 ",964
"Dearborn County, IN",18029,"$43,322 ",965
"Montague County, TX",48337,"$43,320 ",966
"Pierce, WI",55093,"$43,314 ",967
"Waseca County, MN",27161,"$43,306 ",968
"Day County, SD",46037,"$43,296 ",969
"Boone County, MO",29019,"$43,292 ",970
"Marshall County, SD",46091,"$43,286 ",971
"Monroe County, MI",26115,"$43,263 ",972
"Codington County, SD",46029,"$43,235 ",973
"Buncombe County, NC",37021,"$43,232 ",974
"Webster County, IA",19187,"$43,226 ",975
"Franklin County, IN",18047,"$43,219 ",976
"Cottonwood County, MN",27033,"$43,205 ",977
"Wood, WI",55141,"$43,193 ",978
"Sibley County, MN",27143,"$43,192 ",979
"Arkansas County, AR",5001,"$43,192 ",979
"Caroline County, MD",24011,"$43,187 ",981
"Lake County, MN",27075,"$43,168 ",982
"Edmunds County, SD",46045,"$43,136 ",983
"Wayne County, NE",31179,"$43,134 ",984
"St. Louis County, MN",27137,"$43,126 ",985
"Brookings County, SD",46011,"$43,111 ",986
"Rapides Parish, LA",22079,"$43,089 ",987
"Chatham County, GA",13051,"$43,076 ",988
"Culberson County, TX",48109,"$43,072 ",989
"Storey County, NV",32029,"$43,069 ",990
"Sherburne County, MN",27141,"$43,067 ",991
"Norman County, MN",27107,"$43,065 ",992
"Montgomery County, OH",39113,"$43,051 ",993
"Geary County, KS",20061,"$43,025 ",994
"Valley County, NE",31175,"$43,014 ",995
"Arthur County, NE",31005,"$42,994 ",996
"Miami County, OH",39109,"$42,985 ",997
"Cass County, MN",27021,"$42,977 ",998
"Carson City County, NV",32510,"$42,955 ",999
"Asotin County, WA",53003,"$42,940 ",1000
"Rankin County, MS",28121,"$42,934 ",1001
"Keokuk County, IA",19107,"$42,917 ",1002
"Howard County, IA",19089,"$42,915 ",1003
"Gallatin County, IL",17059,"$42,903 ",1004
"Culpeper County, VA",51047,"$42,889 ",1005
"Lafayette, WI",55065,"$42,877 ",1006
"Kewaunee, WI",55061,"$42,867 ",1007
"Lexington County, SC",45063,"$42,843 ",1008
"Champaign County, IL",17019,"$42,829 ",1009
"Davie County, NC",37059,"$42,828 ",1010
"Henry County, IL",17073,"$42,819 ",1011
"Morton County, KS",20129,"$42,802 ",1012
"Amador County, CA",6005,"$42,787 ",1013
"Taylor County, TX",48441,"$42,783 ",1014
"Dodge County, MN",27039,"$42,775 ",1015
"Phillips County, CO",8095,"$42,762 ",1016
"Crawford County, IL",17033,"$42,754 ",1017
"Hardin County, TX",48199,"$42,744 ",1018
"Tom Green County, TX",48451,"$42,729 ",1019
"Bonneville County, ID",16019,"$42,728 ",1020
"Louisa County, VA",51109,"$42,721 ",1021
"Harding County, NM",35021,"$42,720 ",1022
"Cassia County, ID",16031,"$42,718 ",1023
"Scotts Bluff County, NE",31157,"$42,706 ",1024
"Weld County, CO",8123,"$42,701 ",1025
"Buffalo, WI",55011,"$42,666 ",1026
"Harrison County, WV",54033,"$42,664 ",1027
"Allen County, IN",18003,"$42,633 ",1028
"Jackson County, MO",29095,"$42,621 ",1029
"Butler County, OH",39017,"$42,620 ",1030
"Campbell County, SD",46021,"$42,612 ",1031
"Polk County, NC",37149,"$42,611 ",1032
"Duval County, FL",12031,"$42,574 ",1033
"Stearns County, MN",27145,"$42,572 ",1034
"Greene County, PA",42059,"$42,565 ",1035
"Brown County, IN",18013,"$42,554 ",1036
"Hamilton County, IL",17065,"$42,543 ",1037
"Madison County, IL",17119,"$42,540 ",1038
"Sullivan County, NY",36105,"$42,528 ",1039
"Walworth County, SD",46129,"$42,522 ",1040
"Grant County, ND",38037,"$42,514 ",1041
"Knox County, IN",18083,"$42,513 ",1042
"Custer County, CO",8027,"$42,468 ",1043
"Gonzales County, TX",48177,"$42,456 ",1044
"Butler County, KS",20015,"$42,413 ",1045
"Shasta County, CA",6089,"$42,411 ",1046
"Dorchester County, MD",24019,"$42,404 ",1047
"Portage, WI",55097,"$42,386 ",1048
"Warren County, VA",51187,"$42,374 ",1049
"Bayfield, WI",55007,"$42,370 ",1050
"Kenosha, WI",55059,"$42,368 ",1051
"Bossier Parish, LA",22015,"$42,360 ",1052
"Valley County, MT",30105,"$42,343 ",1053
"Pike County, PA",42103,"$42,332 ",1054
"Trempealeau, WI",55121,"$42,332 ",1054
"Wasatch County, UT",49051,"$42,331 ",1056
"Nobles County, MN",27105,"$42,329 ",1057
"Goliad County, TX",48175,"$42,320 ",1058
"Flathead County, MT",30029,"$42,302 ",1059
"Wasco County, OR",41065,"$42,287 ",1060
"Clark County, NV",32003,"$42,284 ",1061
"Kosciusko County, IN",18085,"$42,278 ",1062
"Polk, WI",55095,"$42,276 ",1063
"Greene County, NY",36039,"$42,275 ",1064
"Franklin County, PA",42055,"$42,275 ",1064
"Roanoke Independent City, VA",51770,"$42,263 ",1066
"New Hanover County, NC",37129,"$42,262 ",1067
"Fillmore County, MN",27045,"$42,246 ",1068
"Benton County, OR",41003,"$42,245 ",1069
"Richland County, SC",45079,"$42,245 ",1069
"Wheeler County, TX",48483,"$42,229 ",1071
"Putnam County, WV",54079,"$42,222 ",1072
"Adams County, IL",17001,"$42,220 ",1073
"Ringgold County, IA",19159,"$42,217 ",1074
"Licking County, OH",39089,"$42,217 ",1074
"Cleveland County, OK",40027,"$42,201 ",1076
"Georgetown County, SC",45043,"$42,195 ",1077
"Kennebec County, ME",23011,"$42,194 ",1078
"Franklin County, VT",50011,"$42,178 ",1079
"Clinton County, MI",26037,"$42,177 ",1080
"Meagher County, MT",30059,"$42,170 ",1081
"Guadalupe County, TX",48187,"$42,164 ",1082
"Chariton County, MO",29041,"$42,163 ",1083
"Carbon County, MT",30009,"$42,153 ",1084
"Esmeralda County, NV",32009,"$42,147 ",1085
"Washakie County, WY",56043,"$42,129 ",1086
"Boone County, IL",17007,"$42,128 ",1087
"Cass County, MO",29037,"$42,122 ",1088
"Wichita County, TX",48485,"$42,110 ",1089
"Pottawattamie County, IA",19155,"$42,098 ",1090
"Lorain County, OH",39093,"$42,089 ",1091
"Rush County, KS",20165,"$42,088 ",1092
"Bedford + Bedford City, VA",51019,"$42,082 ",1093
"Wabash County, IL",17185,"$42,076 ",1094
"Coconino County, AZ",4005,"$42,057 ",1095
"Fairfield County, OH",39045,"$42,049 ",1096
"Pacific County, WA",53049,"$42,039 ",1097
"Curry County, NM",35009,"$42,034 ",1098
"Clinton County, IL",17027,"$42,028 ",1099
"Spokane County, WA",53063,"$42,028 ",1099
"Vanderburgh County, IN",18163,"$42,024 ",1101
"Refugio County, TX",48391,"$42,014 ",1102
"Spencer County, IN",18147,"$42,013 ",1103
"Pickens County, GA",13227,"$41,987 ",1104
"Jackson County, IA",19097,"$41,966 ",1105
"Craven County, NC",37049,"$41,962 ",1106
"Hockley County, TX",48219,"$41,958 ",1107
"Grand County, UT",49019,"$41,958 ",1107
"Niagara County, NY",36063,"$41,954 ",1109
"Weston County, WY",56045,"$41,947 ",1110
"Canadian County, OK",40017,"$41,922 ",1111
"Crow Wing County, MN",27035,"$41,887 ",1112
"Rush County, IN",18139,"$41,879 ",1113
"Potter County, TX",48375,"$41,868 ",1114
"Camden County, NC",37029,"$41,865 ",1115
"Warren County, IN",18171,"$41,856 ",1116
"Jackson County, OR",41029,"$41,852 ",1117
"Shelby County, OH",39149,"$41,829 ",1118
"Glenn County, CA",6021,"$41,820 ",1119
"Blaine County, OK",40011,"$41,818 ",1120
"Jefferson County, TX",48245,"$41,813 ",1121
"Currituck County, NC",37053,"$41,810 ",1122
"Iroquois County, IL",17075,"$41,809 ",1123
"Luzerne County, PA",42079,"$41,809 ",1123
"Rio Grande County, CO",8105,"$41,807 ",1125
"Kingman County, KS",20095,"$41,795 ",1126
"Coweta County, GA",13077,"$41,785 ",1127
"Chautauqua County, KS",20019,"$41,781 ",1128
"King County, TX",48269,"$41,779 ",1129
"Tipton County, IN",18159,"$41,777 ",1130
"Gray County, TX",48179,"$41,772 ",1131
"Woodbury County, IA",19193,"$41,758 ",1132
"Blair County, PA",42013,"$41,754 ",1133
"Marshall County, IL",17123,"$41,748 ",1134
"Floyd County, IA",19067,"$41,741 ",1135
"Stark County, OH",39151,"$41,741 ",1135
"Butte County, CA",6007,"$41,725 ",1137
"Franklin County, NE",31061,"$41,723 ",1138
"Wayne County, NY",36117,"$41,722 ",1139
"Elkhart County, IN",18039,"$41,712 ",1140
"Jefferson, WI",55055,"$41,698 ",1141
"Brule County, SD",46015,"$41,694 ",1142
"Brevard County, FL",12009,"$41,685 ",1143
"Rock Island County, IL",17161,"$41,677 ",1144
"Grand County, CO",8049,"$41,666 ",1145
"Blue Earth County, MN",27013,"$41,663 ",1146
"Kent County, TX",48263,"$41,662 ",1147
"Wyoming County, PA",42131,"$41,633 ",1148
"Morrow County, OR",41049,"$41,631 ",1149
"Carroll County, IL",17015,"$41,616 ",1150
"Ogle County, IL",17141,"$41,616 ",1150
"Marshall County, IA",19127,"$41,614 ",1152
"Oconto, WI",55083,"$41,614 ",1152
"Sawyer, WI",55113,"$41,614 ",1152
"Menard County, IL",17129,"$41,609 ",1155
"Cheyenne County, KS",20023,"$41,583 ",1156
"Parmer County, TX",48369,"$41,577 ",1157
"Garrett County, MD",24023,"$41,539 ",1158
"Lincoln County, NM",35027,"$41,532 ",1159
"Ector County, TX",48135,"$41,522 ",1160
"St. Clair County, IL",17163,"$41,521 ",1161
"Sutter County, CA",6101,"$41,520 ",1162
"Osborne County, KS",20141,"$41,519 ",1163
"Monroe County, GA",13207,"$41,516 ",1164
"Orange County, FL",12095,"$41,515 ",1165
"Siskiyou County, CA",6093,"$41,514 ",1166
"Orange County, TX",48361,"$41,509 ",1167
"Gilpin County, CO",8047,"$41,501 ",1168
"Saline County, NE",31151,"$41,485 ",1169
"Catawba County, NC",37035,"$41,477 ",1170
"Trego County, KS",20195,"$41,476 ",1171
"Anderson County, KS",20003,"$41,464 ",1172
"Texas County, OK",40139,"$41,455 ",1173
"Meeker County, MN",27093,"$41,449 ",1174
"Cowlitz County, WA",53015,"$41,449 ",1174
"Woods County, OK",40151,"$41,440 ",1176
"Chippewa, WI",55017,"$41,434 ",1177
"Jefferson County, KS",20087,"$41,432 ",1178
"Clinton County, IA",19045,"$41,427 ",1179
"Hutchinson County, TX",48233,"$41,422 ",1180
"Clatsop County, OR",41007,"$41,410 ",1181
"Lincoln, WI",55069,"$41,410 ",1181
"Carter County, OK",40019,"$41,406 ",1183
"Montgomery County, AL",1101,"$41,404 ",1184
"Hampton Independent City, VA",51650,"$41,385 ",1185
"Bell County, TX",48027,"$41,380 ",1186
"Harlan County, NE",31083,"$41,364 ",1187
"Fulton County, OH",39051,"$41,358 ",1188
"Kenedy County, TX",48261,"$41,349 ",1189
"Davis County, UT",49011,"$41,339 ",1190
"Surry County, VA",51181,"$41,337 ",1191
"White Pine County, NV",32033,"$41,336 ",1192
"Essex County, NY",36031,"$41,327 ",1193
"Orleans County, VT",50019,"$41,324 ",1194
"Tripp County, SD",46123,"$41,322 ",1195
