county,code,labor_force,rank
"Montmorency County, MI",26119,"3,037",2684
"Pawnee County, KS",20145,"3,035",2685
"Claiborne County, MS",28021,"3,034",2686
"Presidio County, TX",48377,"3,024",2687
"Tripp County, SD",46123,"3,016",2688
"Morris County, KS",20127,"3,013",2689
"Dixon County, NE",31051,"2,989",2690
"Thurston County, NE",31173,"2,988",2691
"Putnam County, IL",17155,"2,985",2692
"Fall River County, SD",46047,"2,982",2693
"Lee County, AR",5077,"2,976",2694
"Twiggs County, GA",13289,"2,973",2695
"Southeast Fairbanks Borough, AK",2240,"2,969",2696
"Washington County, KS",20201,"2,962",2697
"Northwest Arctic Borough, AK",2188,"2,961",2698
"Cumberland County, KY",21057,"2,958",2699
"Lafayette County, FL",12067,"2,955",2700
"Woodruff County, AR",5147,"2,950",2701
"Alfalfa County, OK",40003,"2,947",2702
"Hartley County, TX",48205,"2,947",2702
"Searcy County, AR",5129,"2,946",2704
"Oscoda County, MI",26135,"2,941",2705
"Garfield County, UT",49017,"2,934",2706
"Bon Homme County, SD",46009,"2,918",2707
"Boone County, NE",31011,"2,914",2708
"Childress County, TX",48075,"2,910",2709
"Grant County, OK",40053,"2,909",2710
"Powell County, MT",30077,"2,892",2711
"Sherman County, KS",20181,"2,882",2712
"Dallas County, AR",5039,"2,881",2713
"Galax Independent City, VA",51640,"2,879",2714
"San Augustine County, TX",48405,"2,872",2715
"Polk County, NE",31143,"2,864",2716
"Cotton County, OK",40033,"2,858",2717
"Hansford County, TX",48195,"2,856",2718
"Pleasants County, WV",54073,"2,856",2718
"Ransom County, ND",38073,"2,852",2720
"Scott County, KS",20171,"2,851",2721
"Thayer County, NE",31169,"2,848",2722
"Taylor County, GA",13269,"2,844",2723
"Brown County, IL",17009,"2,842",2724
"Miller County, GA",13201,"2,840",2725
"Edwards County, IL",17047,"2,838",2726
"Wilkinson County, MS",28157,"2,836",2727
"Prince of Wales-Hyder Borough, AK",2198,"2,836",2727
"Day County, SD",46037,"2,835",2729
"Franklin County, MS",28037,"2,833",2730
"Greene County, AL",1063,"2,833",2730
"Clinch County, GA",13065,"2,825",2732
"Rio Blanco County, CO",8103,"2,822",2733
"Norton County, KS",20137,"2,820",2734
"Monroe County, AR",5095,"2,820",2734
"Atchison County, MO",29005,"2,817",2736
"Phillips County, KS",20147,"2,811",2737
"Wilcox County, AL",1131,"2,808",2738
"Bear Lake County, ID",16007,"2,803",2740
"Talbot County, GA",13263,"2,797",2741
"Leslie County, KY",21131,"2,789",2742
"Wayne County, IA",19185,"2,783",2743
"Sullivan County, PA",42113,"2,783",2743
"Teton County, MT",30099,"2,778",2745
"Pondera County, MT",30073,"2,760",2746
"Treutlen County, GA",13283,"2,752",2747
"Wilcox County, GA",13315,"2,742",2748
"Allendale County, SC",45005,"2,741",2749
"Bland County, VA",51021,"2,731",2750
"Kingsbury County, SD",46077,"2,729",2751
"Warren County, GA",13301,"2,725",2752
"Lynn County, TX",48305,"2,720",2753
"Lincoln County, ID",16063,"2,710",2754
"Sullivan County, MO",29211,"2,710",2754
"Ellsworth County, KS",20053,"2,708",2756
"Floyd County, TX",48153,"2,694",2757
"Swisher County, TX",48437,"2,687",2758
"Sheridan County, NE",31161,"2,685",2759
"Stark County, IL",17175,"2,682",2760
"Essex County, VT",50009,"2,680",2761
"Bailey County, TX",48017,"2,670",2762
"Holt County, MO",29087,"2,669",2763
"Furnas County, NE",31065,"2,662",2764
"Stevens County, KS",20189,"2,657",2765
"Harper County, KS",20077,"2,654",2766
"Pershing County, NV",32027,"2,645",2767
"Liberty County, FL",12077,"2,632",2768
"Iron, WI",55051,"2,626",2769
"Delta County, TX",48119,"2,609",2770
"Morrill County, NE",31123,"2,608",2771
"Crosby County, TX",48107,"2,603",2772
"Big Stone County, MN",27011,"2,599",2773
"Phillips County, CO",8095,"2,597",2774
"Aleutians East Borough, AK",2013,"2,584",2775
"Huerfano County, CO",8055,"2,580",2776
"Broadwater County, MT",30007,"2,570",2777
"Hancock County, GA",13141,"2,569",2778
"Ringgold County, IA",19159,"2,569",2778
"Martin County, TX",48317,"2,568",2780
"Dickey County, ND",38021,"2,552",2781
"Ferry County, WA",53019,"2,539",2782
"Mitchell County, TX",48335,"2,531",2783
"Lafayette County, AR",5073,"2,521",2784
"Randolph County, GA",13243,"2,510",2785
"Jefferson County, OK",40067,"2,506",2786
"Rooks County, KS",20163,"2,505",2787
"Chouteau County, MT",30015,"2,500",2788
"Dewey County, OK",40043,"2,490",2789
"Yukon-Koyukuk Borough, AK",2290,"2,486",2790
"Quitman County, MS",28119,"2,485",2791
"Calhoun County, WV",54013,"2,478",2792
"Barber County, KS",20007,"2,475",2793
"Carter County, MO",29035,"2,471",2794
"Republic County, KS",20157,"2,460",2795
"Scott County, IL",17171,"2,457",2796
"Gallatin County, IL",17059,"2,455",2797
"Brule County, SD",46015,"2,455",2797
"Pickett County, TN",47137,"2,454",2799
"Bath County, VA",51017,"2,452",2800
"Gilmer County, WV",54021,"2,435",2801
"Carlisle County, KY",21039,"2,432",2802
"Haskell County, TX",48207,"2,432",2802
"Luce County, MI",26095,"2,431",2804
"Brooks County, TX",48047,"2,425",2805
"San Saba County, TX",48411,"2,411",2806
"Scotland County, MO",29199,"2,410",2807
"Putnam County, MO",29171,"2,405",2808
"Lincoln County, CO",8073,"2,404",2809
"Benson County, ND",38005,"2,400",2810
"Sargent County, ND",38081,"2,399",2811
"Lake of the Woods County, MN",27077,"2,387",2812
"Marshall County, SD",46091,"2,386",2813
"Menifee County, KY",21165,"2,385",2814
"Kittson County, MN",27069,"2,381",2815
"Covington Independent City, VA",51580,"2,379",2816
"Mahnomen County, MN",27087,"2,367",2817
"Calhoun County, AR",5013,"2,361",2818
"Wheeler County, TX",48483,"2,357",2819
"Calhoun County, IL",17013,"2,352",2820
"Nuckolls County, NE",31129,"2,348",2821
"Blaine County, MT",30005,"2,347",2822
"Craig County, VA",51045,"2,336",2823
"Hemphill County, TX",48211,"2,335",2824
"Hot Springs County, WY",56017,"2,329",2825
"Hamilton County, NY",36041,"2,328",2826
"Florence, WI",55037,"2,309",2827
"Humphreys County, MS",28053,"2,308",2828
"LaMoure County, ND",38045,"2,298",2829
"Musselshell County, MT",30065,"2,297",2830
"Coal County, OK",40029,"2,292",2831
"Ouray County, CO",8091,"2,291",2832
"Chase County, NE",31029,"2,287",2833
"Emporia Independent City, VA",51595,"2,278",2834
"Stewart County, GA",13259,"2,266",2835
"Lexington Independent City, VA",51678,"2,265",2836
"Meade County, KS",20119,"2,260",2837
"Red Lake County, MN",27125,"2,255",2838
"Oneida County, ID",16071,"2,254",2839
"Walworth County, SD",46129,"2,237",2840
"Calhoun County, GA",13037,"2,236",2841
"Ellis County, OK",40045,"2,236",2841
"Dewey County, SD",46041,"2,234",2843
"Elliott County, KY",21063,"2,227",2844
"Haskell County, KS",20081,"2,218",2845
"Cameron County, PA",42023,"2,201",2846
"Wirt County, WV",54105,"2,196",2847
"Deuel County, SD",46039,"2,194",2848
"Mora County, NM",35033,"2,184",2849
"Wells County, ND",38103,"2,183",2850
"Ontonagon County, MI",26131,"2,166",2851
"Alexander County, IL",17003,"2,161",2852
"Toole County, MT",30101,"2,156",2853
"Custer County, ID",16037,"2,151",2854
"Baca County, CO",8009,"2,138",2855
"Edmunds County, SD",46045,"2,133",2856
"Adams County, IA",19003,"2,132",2857
"Schley County, GA",13249,"2,130",2858
"Hyde County, NC",37095,"2,122",2859
"Garza County, TX",48169,"2,117",2860
"Hidalgo County, NM",35023,"2,107",2861
"Cavalier County, ND",38019,"2,101",2862
"Valley County, NE",31175,"2,100",2863
"Van Buren County, TN",47175,"2,099",2864
"Pulaski County, IL",17153,"2,098",2865
"Jefferson County, MS",28063,"2,093",2866
"Chattahoochee County, GA",13053,"2,088",2867
"Fulton County, KY",21075,"2,085",2868
"Greer County, OK",40055,"2,081",2869
"East Carroll Parish, LA",22035,"2,076",2870
"Johnson County, NE",31097,"2,060",2871
"Kearny County, KS",20093,"2,055",2872
"Dillingham Borough, AK",2070,"2,055",2872
"Lincoln County, NV",32017,"2,053",2874
"Hancock County, TN",47067,"2,051",2875
"Gregory County, SD",46053,"2,025",2876
"Custer County, CO",8027,"2,015",2877
"Nance County, NE",31125,"2,011",2878
"Osborne County, KS",20141,"2,008",2879
"Stafford County, KS",20185,"2,003",2880
"Mineral County, NV",32021,"1,996",2881
"Smith County, KS",20183,"1,971",2882
"Storey County, NV",32029,"1,969",2883
"Wolfe County, KY",21237,"1,967",2884
"Kimball County, NE",31105,"1,957",2885
"Knox County, MO",29103,"1,956",2886
"Lee County, KY",21129,"1,952",2887
"Mercer County, MO",29129,"1,936",2888
"Echols County, GA",13101,"1,933",2889
"Hickman County, KY",21105,"1,931",2890
"Bent County, CO",8011,"1,925",2891
"Pierce County, ND",38069,"1,922",2892
"Mills County, TX",48333,"1,917",2893
"Phillips County, MT",30071,"1,898",2894
"Sheridan County, MT",30091,"1,898",2894
"Clark County, SD",46025,"1,897",2896
"Kimble County, TX",48267,"1,897",2896
"Jim Hogg County, TX",48247,"1,894",2898
"Shackelford County, TX",48417,"1,875",2899
"Schuyler County, MO",29197,"1,873",2900
"Roger Mills County, OK",40129,"1,872",2901
"Union County, NM",35059,"1,870",2902
"Stanley County, SD",46117,"1,863",2903
"Lake County, TN",47095,"1,859",2904
"Harper County, OK",40059,"1,849",2905
"Forest County, PA",42053,"1,832",2906
"Costilla County, CO",8023,"1,832",2906
"Hand County, SD",46059,"1,823",2908
"Mason County, TX",48319,"1,799",2909
"Perkins County, NE",31135,"1,794",2910
"Bowman County, ND",38011,"1,793",2911
"Traverse County, MN",27155,"1,789",2912
"Sweet Grass County, MT",30097,"1,788",2913
"Reagan County, TX",48383,"1,772",2914
"Columbia County, WA",53013,"1,766",2915
"Wheeler County, GA",13309,"1,758",2916
"Fallon County, MT",30025,"1,755",2917
"Pope County, IL",17151,"1,754",2918
"Harlan County, NE",31083,"1,751",2919
"Adams County, ID",16003,"1,748",2920
"Lyman County, SD",46085,"1,746",2921
"Hanson County, SD",46061,"1,742",2922
"Fisher County, TX",48151,"1,722",2923
"Sharkey County, MS",28125,"1,703",2924
"Lincoln County, KS",20105,"1,689",2925
"Crockett County, TX",48105,"1,689",2925
"Logan County, KS",20109,"1,682",2927
"Mineral County, MT",30061,"1,680",2928
"Foster County, ND",38031,"1,675",2929
"Webster County, NE",31181,"1,669",2930
"Sherman County, NE",31163,"1,668",2931
"Hardeman County, TX",48197,"1,654",2932
"Guadalupe County, NM",35019,"1,636",2933
"Rush County, KS",20165,"1,634",2934
"Lipscomb County, TX",48295,"1,633",2935
"Norton Independent City, VA",51720,"1,628",2936
"Divide County, ND",38023,"1,623",2937
"Granite County, MT",30039,"1,621",2938
"Douglas County, SD",46043,"1,621",2938
"Perkins County, SD",46105,"1,618",2940
"Hamilton County, KS",20075,"1,608",2941
"Lewis County, ID",16061,"1,604",2942
"Baylor County, TX",48023,"1,599",2943
"Woodson County, KS",20207,"1,589",2944
"Crane County, TX",48103,"1,588",2945
"Menominee, WI",55078,"1,588",2945
"Emmons County, ND",38029,"1,580",2947
"Tensas Parish, LA",22107,"1,559",2948
"Frontier County, NE",31063,"1,555",2949
"Edwards County, KS",20047,"1,548",2950
"Upton County, TX",48461,"1,543",2951
"Hudspeth County, TX",48229,"1,537",2952
"Tyrrell County, NC",37177,"1,534",2953
"Hettinger County, ND",38041,"1,528",2954
"Aurora County, SD",46003,"1,516",2955
"Sutton County, TX",48435,"1,514",2956
"Donley County, TX",48129,"1,507",2957
"Nelson County, ND",38063,"1,503",2958
"Pawnee County, NE",31133,"1,497",2959
"Knox County, TX",48275,"1,493",2960
"Franklin County, NE",31061,"1,476",2961
"Wayne County, UT",49055,"1,472",2962
"Rawlins County, KS",20153,"1,463",2963
"Crowley County, CO",8025,"1,458",2964
"Chautauqua County, KS",20019,"1,447",2965
"Trego County, KS",20195,"1,435",2966
"Corson County, SD",46031,"1,419",2967
"Gove County, KS",20063,"1,417",2968
"Cimarron County, OK",40025,"1,414",2969
"Petersburg Borough, AK",2195,"1,413",2970
"Chase County, KS",20017,"1,404",2971
"Coke County, TX",48081,"1,396",2972
"Brown County, NE",31017,"1,387",2973
"Ness County, KS",20135,"1,368",2974
"Sheridan County, KS",20179,"1,363",2975
"Kidder County, ND",38043,"1,355",2976
"Kiowa County, KS",20097,"1,342",2977
"Schleicher County, TX",48413,"1,338",2978
"Hardin County, IL",17069,"1,336",2979
"Sioux County, ND",38085,"1,333",2980
"Jackson County, SD",46071,"1,321",2981
"Niobrara County, WY",56027,"1,319",2982
"Cheyenne County, KS",20023,"1,315",2983
"Butte County, ID",16023,"1,314",2984
"Jewell County, KS",20089,"1,312",2985
"Wahkiakum County, WA",53069,"1,307",2986
"Renville County, ND",38075,"1,305",2987
"Glascock County, GA",13125,"1,303",2988
"Eddy County, ND",38027,"1,301",2989
"Sierra County, CA",6091,"1,301",2989
"Grant County, ND",38037,"1,289",2991
"Sherman County, TX",48421,"1,289",2991
"Harmon County, OK",40057,"1,288",2993
"Decatur County, KS",20039,"1,266",2994
"McIntosh County, ND",38051,"1,249",2995
"Highland County, VA",51091,"1,244",2996
"Towner County, ND",38095,"1,237",2997
"Hitchcock County, NE",31087,"1,225",2998
"Baker County, GA",13007,"1,220",2999
"Greeley County, NE",31077,"1,214",3000
"Sedgwick County, CO",8115,"1,214",3000
"Morton County, KS",20129,"1,212",3002
"Concho County, TX",48095,"1,207",3003
"Miner County, SD",46097,"1,197",3004
"Elk County, KS",20049,"1,193",3005
"Garden County, NE",31069,"1,190",3006
"Dundy County, NE",31057,"1,185",3007
"Wichita County, KS",20203,"1,168",3008
"Sanborn County, SD",46111,"1,164",3009
"Worth County, MO",29227,"1,160",3010
"Collingsworth County, TX",48087,"1,159",3011
"Rich County, UT",49033,"1,155",3012
"Catron County, NM",35003,"1,154",3013
"Garfield County, NE",31071,"1,150",3014
"Kinney County, TX",48271,"1,150",3014
"Cheyenne County, CO",8017,"1,145",3016
"Hoonah-Angoon Borough, AK",2105,"1,140",3017
"Owsley County, KY",21189,"1,139",3018
"Potter County, SD",46107,"1,139",3018
"Dolores County, CO",8033,"1,138",3020
"Griggs County, ND",38039,"1,137",3021
"Cochran County, TX",48079,"1,133",3022
"Denali Borough, AK",2068,"1,130",3023
"Hall County, TX",48191,"1,129",3024
"Graham County, KS",20065,"1,125",3025
"Adams County, ND",38001,"1,122",3026
"Bennett County, SD",46007,"1,121",3027
"Jerauld County, SD",46073,"1,118",3028
"Faulk County, SD",46049,"1,105",3029
"Clark County, KS",20025,"1,104",3030
"Burke County, ND",38013,"1,104",3030
"Haines Borough, AK",2100,"1,089",3032
"Haakon County, SD",46055,"1,086",3033
"Steele County, ND",38091,"1,082",3034
"Boyd County, NE",31015,"1,078",3035
"Jeff Davis County, TX",48243,"1,052",3036
"Wrangell Borough, AK",2275,"1,050",3037
"Eureka County, NV",32011,"1,049",3038
"Real County, TX",48385,"1,049",3038
"McPherson County, SD",46089,"1,044",3040
"Gosper County, NE",31073,"1,037",3041
"Deuel County, NE",31049,"1,034",3042
"McCone County, MT",30055,"1,020",3043
"Powder River County, MT",30075,"1,014",3044
"Hodgeman County, KS",20083,993,3045
"Stanton County, KS",20187,992,3046
"Webster County, GA",13307,988,3047
"Liberty County, MT",30051,981,3048
"Jackson County, CO",8057,963,3049
"Ziebach County, SD",46137,960,3050
"Logan County, ND",38047,958,3051
"Golden Valley County, ND",38033,955,3052
"Kiowa County, CO",8061,942,3053
"Keweenaw County, MI",26083,940,3054
"Judith Basin County, MT",30045,927,3055
"Comanche County, KS",20033,922,3056
"Armstrong County, TX",48011,920,3057
"Garfield County, WA",53023,916,3058
"Daniels County, MT",30019,915,3059
"Meagher County, MT",30059,915,3059
"Culberson County, TX",48109,913,3061
"Edwards County, TX",48137,904,3062
"Sherman County, OR",41055,897,3063
"Oldham County, TX",48359,890,3064
"Rock County, NE",31149,887,3065
"Oliver County, ND",38065,887,3065
"Greeley County, KS",20071,880,3067
"Clay County, GA",13061,875,3068
"Gilliam County, OR",41021,865,3069
"Wallace County, KS",20199,847,3070
"Sully County, SD",46119,845,3071
"DeBaca County, NM",35011,840,3072
"Robertson County, KY",21201,838,3073
"Quitman County, GA",13239,827,3074
"Campbell County, SD",46021,827,3074
"Skagway Borough, AK",2230,824,3076
"Menard County, TX",48327,807,3077
"Lane County, KS",20101,797,3078
"Wheatland County, MT",30107,781,3079
"Irion County, TX",48235,774,3080
"Garfield County, MT",30033,770,3081
"Sioux County, NE",31165,765,3082
"Mellette County, SD",46095,758,3083
"Wheeler County, OR",41069,743,3084
"McMullen County, TX",48311,740,3085
"Harding County, SD",46063,731,3086
"Sheridan County, ND",38083,728,3087
"Lake and Peninsula Borough, AK",2164,723,3088
"Buffalo County, SD",46017,716,3089
"Carter County, MT",30011,697,3090
"Throckmorton County, TX",48447,692,3091
"Hyde County, SD",46069,691,3092
"Glasscock County, TX",48173,689,3093
"Dickens County, TX",48125,682,3094
"Camas County, ID",16025,676,3095
"Stonewall County, TX",48433,621,3096
"Sterling County, TX",48431,607,3097
"Keya Paha County, NE",31103,605,3098
"Foard County, TX",48155,595,3099
"Taliaferro County, GA",13265,572,3100
"Hayes County, NE",31085,569,3101
"Wheeler County, NE",31183,565,3102
"Jones County, SD",46075,562,3103
"Briscoe County, TX",48045,556,3104
"Alpine County, CA",6003,538,3105
"San Juan County, CO",8111,538,3105
"Esmeralda County, NV",32009,524,3107
"Cottle County, TX",48101,517,3108
"Prairie County, MT",30079,499,3109
"Wibaux County, MT",30109,492,3110
"Hinsdale County, CO",8053,492,3110
"Motley County, TX",48345,490,3112
"Piute County, UT",49031,490,3112
"Logan County, NE",31113,469,3114
"Kent County, TX",48263,460,3115
"Mineral County, CO",8079,453,3116
"McPherson County, NE",31117,447,3117
"Daggett County, UT",49009,443,3118
"Thomas County, NE",31171,441,3119
"Grant County, NE",31075,438,3120
"Billings County, ND",38007,437,3121
"Roberts County, TX",48393,437,3121
"Slope County, ND",38087,427,3123
"Bristol Bay Borough, AK",2060,426,3124
"Clark County, ID",16033,403,3125
"Hooker County, NE",31091,399,3126
"Banner County, NE",31007,397,3127
"Issaquena County, MS",28055,396,3128
"Loup County, NE",31115,392,3129
"Terrell County, TX",48443,391,3130
"Golden Valley County, MT",30037,380,3131
"Treasure County, MT",30103,345,3132
"Borden County, TX",48033,318,3133
"Petroleum County, MT",30069,277,3134
"Harding County, NM",35021,275,3135
"Blaine County, NE",31009,262,3136
"Kenedy County, TX",48261,246,3137
"Yakutat Borough, AK",2282,235,3138
"Arthur County, NE",31005,223,3139
"King County, TX",48269,163,3140
"Loving County, TX",48301,100,3141
