county,code,median_age,rank
"McLean County, KY",21149,41.4,1453
"Union Parish, LA",22111,41.4,1453
"Van Buren County, MI",26159,41.4,1453
"Miller County, MO",29131,41.4,1453
"Sullivan County, MO",29211,41.4,1453
"Dawson County, MT",30021,41.4,1453
"Nassau County, NY",36059,41.4,1453
"Wyoming County, NY",36121,41.4,1453
"Montgomery County, NC",37123,41.4,1453
"Henry County, OH",39069,41.4,1453
"Lawrence County, OH",39087,41.4,1453
"Miami County, OH",39109,41.4,1453
"Van Wert County, OH",39161,41.4,1453
"Clackamas County, OR",41005,41.4,1453
"Aurora County, SD",46003,41.4,1453
"Lawrence County, SD",46081,41.4,1453
"Freestone County, TX",48161,41.4,1453
"Putnam County, WV",54079,41.4,1453
"Sauk, WI",55111,41.4,1453
"Sheboygan, WI",55117,41.4,1453
"Washington County, AL",1129,41.4,1453
"Pike County, AR",5109,41.4,1453
"San Miguel County, CO",8113,41.4,1453
"Jackson County, FL",12063,41.3,1481
"Taylor County, FL",12123,41.3,1481
"Bond County, IL",17005,41.3,1481
"Whitley County, IN",18183,41.3,1481
"Jackson County, KS",20085,41.3,1481
"Logan County, KS",20109,41.3,1481
"Knott County, KY",21119,41.3,1481
"Claiborne Parish, LA",22027,41.3,1481
"Midland County, MI",26111,41.3,1481
"Schuyler County, MO",29197,41.3,1481
"Pershing County, NV",32027,41.3,1481
"Burlington County, NJ",34005,41.3,1481
"Mora County, NM",35033,41.3,1481
"Montgomery County, NY",36057,41.3,1481
"Fayette County, OH",39047,41.3,1481
"Paulding County, OH",39125,41.3,1481
"Chester County, SC",45023,41.3,1481
"Newberry County, SC",45071,41.3,1481
"Yankton County, SD",46135,41.3,1481
"Concho County, TX",48095,41.3,1481
"Skagit County, WA",53057,41.3,1481
"Marion County, WV",54049,41.3,1481
"Greene County, AL",1063,41.3,1481
"Lauderdale County, AL",1077,41.3,1481
"Stephens County, GA",13257,41.2,1505
"Terrell County, GA",13273,41.2,1505
"Nez Perce County, ID",16069,41.2,1505
"Livingston County, IL",17105,41.2,1505
"Morgan County, IN",18109,41.2,1505
"Rush County, IN",18139,41.2,1505
"Washington County, IA",19183,41.2,1505
"Nemaha County, KS",20131,41.2,1505
"Harlan County, KY",21095,41.2,1505
"Magoffin County, KY",21153,41.2,1505
"Morgan County, KY",21175,41.2,1505
"Lenawee County, MI",26091,41.2,1505
"Bates County, MO",29013,41.2,1505
"Lewis and Clark County, MT",30049,41.2,1505
"Washington County, NE",31177,41.2,1505
"Oneida County, NY",36065,41.2,1505
"Nash County, NC",37127,41.2,1505
"Auglaize County, OH",39011,41.2,1505
"Clark County, OH",39023,41.2,1505
"Coshocton County, OH",39031,41.2,1505
"Logan County, OH",39091,41.2,1505
"Lorain County, OH",39093,41.2,1505
"Richland County, OH",39139,41.2,1505
"Major County, OK",40093,41.2,1505
"Lebanon County, PA",42075,41.2,1505
"Lycoming County, PA",42081,41.2,1505
"Montgomery County, PA",42091,41.2,1505
"Darlington County, SC",45031,41.2,1505
"Saluda County, SC",45081,41.2,1505
"Smith County, TN",47159,41.2,1505
"Robertson County, TX",48395,41.2,1505
"Greensville County, VA",51081,41.2,1505
"Arkansas County, AR",5001,41.2,1505
"Sonoma County, CA",6097,41.2,1505
"Bent County, CO",8011,41.2,1505
"Upson County, GA",13293,41.1,1540
"Adams County, IL",17001,41.1,1540
"Morgan County, IL",17137,41.1,1540
"Perry County, IN",18123,41.1,1540
"Boone County, IA",19015,41.1,1540
"Jefferson County, IA",19101,41.1,1540
"Bell County, KY",21013,41.1,1540
"Lawrence County, KY",21127,41.1,1540
"Perry County, KY",21193,41.1,1540
"Carlton County, MN",27017,41.1,1540
"Roseau County, MN",27135,41.1,1540
"St. Louis County, MN",27137,41.1,1540
"Kemper County, MS",28069,41.1,1540
"Chouteau County, MT",30015,41.1,1540
"Saunders County, NE",31155,41.1,1540
"Stanton County, NE",31167,41.1,1540
"Somerset County, NJ",34035,41.1,1540
"Guadalupe County, NM",35019,41.1,1540
"Madison County, NY",36053,41.1,1540
"Catawba County, NC",37035,41.1,1540
"Randolph County, NC",37151,41.1,1540
"Brown County, OH",39015,41.1,1540
"Harmon County, OK",40057,41.1,1540
"Lincoln County, OK",40081,41.1,1540
"Miner County, SD",46097,41.1,1540
"Stanley County, SD",46117,41.1,1540
"Morgan County, TN",47129,41.1,1540
"Lampasas County, TX",48281,41.1,1540
"Sterling County, TX",48431,41.1,1540
"Barbour County, WV",54001,41.1,1540
"Fond du Lac, WI",55039,41.1,1540
"Bradford County, FL",12007,41,1571
"Worth County, GA",13321,41,1571
"Sullivan County, IN",18153,41,1571
"Washington County, IN",18175,41,1571
"Poweshiek County, IA",19157,41,1571
"Morton County, KS",20129,41,1571
"Bracken County, KY",21023,41,1571
"Breathitt County, KY",21025,41,1571
"Butler County, KY",21031,41,1571
"Floyd County, KY",21071,41,1571
"Hopkins County, KY",21107,41,1571
"Washington County, KY",21229,41,1571
"Norfolk County, MA",25021,41,1571
"Eaton County, MI",26045,41,1571
"Arthur County, NE",31005,41,1571
"Chemung County, NY",36015,41,1571
"Golden Valley County, ND",38033,41,1571
"Traill County, ND",38097,41,1571
"Vinton County, OH",39163,41,1571
"Beaver County, OK",40007,41,1571
"Cotton County, OK",40033,41,1571
"Greer County, OK",40055,41,1571
"Bamberg County, SC",45009,41,1571
"Knox County, TX",48275,41,1571
"Lee County, TX",48287,41,1571
"San Saba County, TX",48411,41,1571
"Chippewa, WI",55017,41,1571
"Douglas, WI",55031,41,1571
"Conway County, AR",5029,41,1571
"Franklin County, AR",5047,41,1571
"Phillips County, CO",8095,41,1571
"Hamilton County, FL",12047,40.9,1602
"Banks County, GA",13011,40.9,1602
"Jasper County, GA",13159,40.9,1602
"Jefferson County, IL",17081,40.9,1602
"Williamson County, IL",17199,40.9,1602
"Dubois County, IN",18037,40.9,1602
"Orange County, IN",18117,40.9,1602
"Scott County, IN",18143,40.9,1602
"Wayne County, IN",18177,40.9,1602
"Madison County, IA",19121,40.9,1602
"Labette County, KS",20099,40.9,1602
"Clinton County, KY",21053,40.9,1602
"Lewis County, KY",21135,40.9,1602
"Mason County, KY",21161,40.9,1602
"Trimble County, KY",21223,40.9,1602
"Cameron Parish, LA",22023,40.9,1602
"Winn Parish, LA",22127,40.9,1602
"Macomb County, MI",26099,40.9,1602
"Oakland County, MI",26125,40.9,1602
"Monroe County, MS",28095,40.9,1602
"Pearl River County, MS",28109,40.9,1602
"Clinton County, MO",29049,40.9,1602
"New Madrid County, MO",29143,40.9,1602
"Suffolk County, NY",36103,40.9,1602
"Camden County, NC",37029,40.9,1602
"Tuscarawas County, OH",39157,40.9,1602
"Franklin County, PA",42055,40.9,1602
"DeKalb County, TN",47041,40.9,1602
"Brown County, TX",48049,40.9,1602
"Donley County, TX",48129,40.9,1602
"King William County, VA",51101,40.9,1602
"Etowah County, AL",1055,40.9,1602
"Bradley County, AR",5011,40.9,1602
"Hot Spring County, AR",5059,40.9,1602
"Lee County, AR",5077,40.9,1602
"New London County, CT",9011,40.9,1602
"Haralson County, GA",13143,40.8,1638
"Ripley County, IN",18137,40.8,1638
"Kiowa County, KS",20097,40.8,1638
"Miami County, KS",20121,40.8,1638
"Adair County, KY",21001,40.8,1638
"Franklin County, KY",21073,40.8,1638
"Hart County, KY",21099,40.8,1638
"Larue County, KY",21123,40.8,1638
"Sabine Parish, LA",22085,40.8,1638
"Branch County, MI",26023,40.8,1638
"Jackson County, MI",26075,40.8,1638
"Perry County, MS",28111,40.8,1638
"Winston County, MS",28159,40.8,1638
"Barton County, MO",29011,40.8,1638
"Daviess County, MO",29061,40.8,1638
"Grundy County, MO",29079,40.8,1638
"Atlantic County, NJ",34001,40.8,1638
"Pike County, OH",39131,40.8,1638
"Summit County, OH",39153,40.8,1638
"Pittsburg County, OK",40121,40.8,1638
"Tillman County, OK",40141,40.8,1638
"Allegheny County, PA",42003,40.8,1638
"Clarion County, PA",42031,40.8,1638
"York County, PA",42133,40.8,1638
"Aiken County, SC",45003,40.8,1638
"Laurens County, SC",45059,40.8,1638
"Lee County, SC",45061,40.8,1638
"Austin County, TX",48015,40.8,1638
"Presidio County, TX",48377,40.8,1638
"Lamoille County, VT",50015,40.8,1638
"Warren County, VA",51187,40.8,1638
"Trempealeau, WI",55121,40.8,1638
"Blount County, AL",1009,40.8,1638
"Talladega County, AL",1121,40.8,1638
"Petersburg Borough, AK",2195,40.8,1638
"Jackson County, AR",5067,40.8,1638
"Rio Grande County, CO",8105,40.8,1638
"Columbia County, FL",12023,40.7,1675
"Franklin County, GA",13119,40.7,1675
"Walker County, GA",13295,40.7,1675
"Macon County, IL",17115,40.7,1675
"Moultrie County, IL",17139,40.7,1675
"Wells County, IN",18179,40.7,1675
"Henry County, IA",19087,40.7,1675
"Louisa County, IA",19115,40.7,1675
"Boyle County, KY",21021,40.7,1675
"Carter County, KY",21043,40.7,1675
"Webster Parish, LA",22119,40.7,1675
"Androscoggin County, ME",23001,40.7,1675
"Calvert County, MD",24009,40.7,1675
"Washington County, MD",24043,40.7,1675
"Bristol County, MA",25005,40.7,1675
"Essex County, MA",25009,40.7,1675
"Chisago County, MN",27025,40.7,1675
"Vernon County, MO",29217,40.7,1675
"Washington County, MO",29221,40.7,1675
"Custer County, MT",30017,40.7,1675
"Silver Bow County, MT",30093,40.7,1675
"Toole County, MT",30101,40.7,1675
"Swain County, NC",37173,40.7,1675
"Atoka County, OK",40005,40.7,1675
"Cumberland County, PA",42041,40.7,1675
"Lake County, TN",47095,40.7,1675
"Newton County, TX",48351,40.7,1675
"Somervell County, TX",48425,40.7,1675
"Marathon, WI",55073,40.7,1675
"Bristol Bay Borough, AK",2060,40.7,1675
"Napa County, CA",6055,40.7,1675
"Kiowa County, CO",8061,40.7,1675
"Windham County, CT",9015,40.7,1675
"Calhoun County, FL",12013,40.6,1708
"Glascock County, GA",13125,40.6,1708
"Glynn County, GA",13127,40.6,1708
"Tazewell County, IL",17179,40.6,1708
"Warrick County, IN",18173,40.6,1708
"Winneshiek County, IA",19191,40.6,1708
"Anderson County, KY",21005,40.6,1708
"Fleming County, KY",21069,40.6,1708
"Jackson County, KY",21109,40.6,1708
"Logan County, KY",21141,40.6,1708
"Ohio County, KY",21183,40.6,1708
"Spencer County, KY",21215,40.6,1708
"Mille Lacs County, MN",27095,40.6,1708
"Attala County, MS",28007,40.6,1708
"Smith County, MS",28129,40.6,1708
"Carter County, MO",29035,40.6,1708
"Franklin County, MO",29071,40.6,1708
"Creek County, OK",40037,40.6,1708
"Dewey County, OK",40043,40.6,1708
"Butte County, SD",46019,40.6,1708
"Lamar County, TX",48277,40.6,1708
"Upshur County, TX",48459,40.6,1708
"Colonial Heights Independent City, VA",51570,40.6,1708
"Salem Independent City, VA",51775,40.6,1708
"Butler County, AL",1013,40.6,1708
"Tehama County, CA",6103,40.6,1708
"Screven County, GA",13251,40.5,1734
"Maui County, HI",15009,40.5,1734
"Benton County, IN",18007,40.5,1734
"Cass County, IN",18017,40.5,1734
"Jefferson County, IN",18077,40.5,1734
"Sumner County, KS",20191,40.5,1734
"Wichita County, KS",20203,40.5,1734
"Lincoln County, KY",21137,40.5,1734
"Calhoun County, MS",28013,40.5,1734
"Howell County, MO",29091,40.5,1734
"Box Butte County, NE",31013,40.5,1734
"Cheyenne County, NE",31033,40.5,1734
"Westchester County, NY",36119,40.5,1734
"Vance County, NC",37181,40.5,1734
"Gallia County, OH",39053,40.5,1734
"Marion County, OH",39101,40.5,1734
"Anderson County, SC",45007,40.5,1734
"Hamblen County, TN",47063,40.5,1734
"Crockett County, TX",48105,40.5,1734
"Culberson County, TX",48109,40.5,1734
"Cullman County, AL",1043,40.5,1734
"Kenai Peninsula Borough, AK",2122,40.5,1734
"Prince of Wales-Hyder Borough, AK",2198,40.5,1734
"Yakutat Borough, AK",2282,40.5,1734
"Jefferson County, CO",8059,40.5,1734
"Polk County, FL",12105,40.4,1759
"Dodge County, GA",13091,40.4,1759
"Madison County, GA",13195,40.4,1759
"Fayette County, IL",17051,40.4,1759
"Clay County, IN",18021,40.4,1759
"Montgomery County, IN",18107,40.4,1759
"Clinton County, MI",26037,40.4,1759
"Montcalm County, MI",26117,40.4,1759
"Saginaw County, MI",26145,40.4,1759
"McLeod County, MN",27085,40.4,1759
"Adams County, MS",28001,40.4,1759
"DeKalb County, MO",29063,40.4,1759
"Warren County, MO",29219,40.4,1759
"Union County, NM",35059,40.4,1759
"Erie County, NY",36029,40.4,1759
"Livingston County, NY",36051,40.4,1759
"Franklin County, NC",37069,40.4,1759
"Iredell County, NC",37097,40.4,1759
"Cuyahoga County, OH",39035,40.4,1759
"Ross County, OH",39141,40.4,1759
"Haskell County, OK",40061,40.4,1759
"Washington County, OK",40147,40.4,1759
"Barnwell County, SC",45011,40.4,1759
"Haywood County, TN",47075,40.4,1759
"Henderson County, TN",47077,40.4,1759
"Hickman County, TN",47081,40.4,1759
"Carson County, TX",48065,40.4,1759
"Cooke County, TX",48097,40.4,1759
"Grimes County, TX",48185,40.4,1759
"Jasper County, TX",48241,40.4,1759
"Wilson County, TX",48493,40.4,1759
"Greene County, VA",51079,40.4,1759
"Converse County, WY",56009,40.4,1759
"Lowndes County, AL",1085,40.4,1759
"Gadsden County, FL",12039,40.3,1793
"Chattooga County, GA",13055,40.3,1793
"Dade County, GA",13083,40.3,1793
"Early County, GA",13099,40.3,1793
"Miller County, GA",13201,40.3,1793
"Treutlen County, GA",13283,40.3,1793
"Washington County, GA",13303,40.3,1793
"Camas County, ID",16025,40.3,1793
"Gibson County, IN",18051,40.3,1793
"Union County, IA",19175,40.3,1793
"Allen County, KY",21003,40.3,1793
"Bath County, KY",21011,40.3,1793
"Graves County, KY",21083,40.3,1793
"Harford County, MD",24025,40.3,1793
"Grenada County, MS",28043,40.3,1793
"Walthall County, MS",28147,40.3,1793
"St. Louis County, MO",29189,40.3,1793
"Hillsborough, NH",33011,40.3,1793
"Edgecombe County, NC",37065,40.3,1793
"Rowan County, NC",37159,40.3,1793
"Wilson County, NC",37195,40.3,1793
"Jackson County, OH",39079,40.3,1793
"Chester County, PA",42029,40.3,1793
"Dyer County, TN",47045,40.3,1793
"Gibson County, TN",47053,40.3,1793
"Rhea County, TN",47143,40.3,1793
"Wilson County, TN",47189,40.3,1793
"Frederick County, VA",51069,40.3,1793
"Cochise County, AZ",4003,40.3,1793
"Cross County, AR",5037,40.3,1793
"Otero County, CO",8089,40.3,1793
"DeSoto County, FL",12027,40.2,1824
"Okeechobee County, FL",12093,40.2,1824
"Wakulla County, FL",12129,40.2,1824
"Jones County, GA",13169,40.2,1824
"Barren County, KY",21009,40.2,1824
"Henderson County, KY",21101,40.2,1824
"Cecil County, MD",24015,40.2,1824
"Butler County, MO",29023,40.2,1824
"Perry County, MO",29157,40.2,1824
"Lincoln County, NE",31111,40.2,1824
"Stutsman County, ND",38093,40.2,1824
"Highland County, OH",39071,40.2,1824
"Madison County, OH",39097,40.2,1824
"Muskingum County, OH",39119,40.2,1824
"Roger Mills County, OK",40129,40.2,1824
"Stephens County, OK",40137,40.2,1824
"Jefferson County, OR",41031,40.2,1824
"Marion County, SC",45067,40.2,1824
"Cheatham County, TN",47021,40.2,1824
"Grayson County, TX",48181,40.2,1824
"Bibb County, AL",1007,40.2,1824
"Wilcox County, AL",1131,40.2,1824
"Hartford County, CT",9003,40.2,1824
"Macon County, GA",13193,40.1,1847
"Cass County, IL",17017,40.1,1847
"Clinton County, IL",17027,40.1,1847
"Rock Island County, IL",17161,40.1,1847
"Vermilion County, IL",17183,40.1,1847
"Huntington County, IN",18069,40.1,1847
"Switzerland County, IN",18155,40.1,1847
"Barton County, KS",20009,40.1,1847
"Reno County, KS",20155,40.1,1847
"Knox County, KY",21121,40.1,1847
"Simpson County, KY",21213,40.1,1847
"Lawrence County, MS",28077,40.1,1847
"Webster County, MS",28155,40.1,1847
"Audrain County, MO",29007,40.1,1847
"Laclede County, MO",29105,40.1,1847
"Kearney County, NE",31099,40.1,1847
"York County, NE",31185,40.1,1847
"Franklin County, NY",36033,40.1,1847
"Johnston County, OK",40069,40.1,1847
"Columbia County, PA",42037,40.1,1847
"Hampton County, SC",45049,40.1,1847
"Coffee County, TN",47031,40.1,1847
"Hudspeth County, TX",48229,40.1,1847
"Wayne County, UT",49055,40.1,1847
"Jefferson County, WV",54037,40.1,1847
"Broward County, FL",12011,40,1872
"Logan County, IL",17107,40,1872
"Woodford County, IL",17203,40,1872
"Floyd County, IN",18043,40,1872
"LaPorte County, IN",18091,40,1872
"Madison County, IN",18095,40,1872
"Montgomery County, KS",20125,40,1872
"Grayson County, KY",21085,40,1872
"Red River Parish, LA",22081,40,1872
"Caroline County, MD",24011,40,1872
"Allegan County, MI",26005,40,1872
"Calhoun County, MI",26025,40,1872
"Itawamba County, MS",28057,40,1872
"Osage County, MO",29151,40,1872
"Gaston County, NC",37071,40,1872
"Richmond County, NC",37153,40,1872
"Ashland County, OH",39005,40,1872
"Fulton County, OH",39051,40,1872
"Mercer County, OH",39107,40,1872
"Sequoyah County, OK",40135,40,1872
"Brule County, SD",46015,40,1872
"Moody County, SD",46101,40,1872
"Dickson County, TN",47043,40,1872
"Jack County, TX",48237,40,1872
"Wise County, VA",51195,40,1872
"St. Clair County, AL",1115,40,1872
"Routt County, CO",8107,40,1872
"Brantley County, GA",13025,39.9,1899
"Sangamon County, IL",17167,39.9,1899
"Warren County, IL",17187,39.9,1899
"Mahaska County, IA",19123,39.9,1899
"Neosho County, KS",20133,39.9,1899
"West Carroll Parish, LA",22123,39.9,1899
"Worcester County, MA",25027,39.9,1899
"Genesee County, MI",26049,39.9,1899
"Schenectady County, NY",36093,39.9,1899
"Anson County, NC",37007,39.9,1899
"Dunn County, ND",38025,39.9,1899
"Defiance County, OH",39039,39.9,1899
"Harper County, OK",40059,39.9,1899
"Hughes County, OK",40063,39.9,1899
"Okfuskee County, OK",40107,39.9,1899
"Hardeman County, TN",47069,39.9,1899
"Lawrence County, TN",47099,39.9,1899
"Warren County, TN",47177,39.9,1899
"Racine, WI",55101,39.9,1899
"Escambia County, AL",1053,39.9,1899
"Poinsett County, AR",5111,39.9,1899
"Fairfield County, CT",9001,39.9,1899
"Grady County, GA",13131,39.8,1921
"Johnson County, GA",13167,39.8,1921
"Oconee County, GA",13219,39.8,1921
"Webster County, GA",13307,39.8,1921
"Grant County, IN",18053,39.8,1921
"Hancock County, IN",18059,39.8,1921
"Marshall County, IN",18099,39.8,1921
"Miami County, IN",18103,39.8,1921
"Webster County, KY",21233,39.8,1921
"St. Tammany Parish, LA",22103,39.8,1921
"Chippewa County, MI",26033,39.8,1921
"Marion County, MS",28091,39.8,1921
"Gloucester County, NJ",34015,39.8,1921
"Rio Arriba County, NM",35039,39.8,1921
"Broome County, NY",36007,39.8,1921
"Rensselaer County, NY",36083,39.8,1921
"Greene County, NC",37079,39.8,1921
"Licking County, OH",39089,39.8,1921
"Perry County, OH",39127,39.8,1921
"Berks County, PA",42011,39.8,1921
"King County, TX",48269,39.8,1921
"Caroline County, VA",51033,39.8,1921
"Chelan County, WA",53007,39.8,1921
"Morgan County, AL",1103,39.8,1921
"New Haven County, CT",9009,39.8,1921
"Bay County, FL",12005,39.7,1946
"Union County, FL",12125,39.7,1946
"Kootenai County, ID",16055,39.7,1946
"Madison County, IL",17119,39.7,1946
"Clarke County, IA",19039,39.7,1946
"Bullitt County, KY",21029,39.7,1946
"Caldwell Parish, LA",22021,39.7,1946
"Watonwan County, MN",27165,39.7,1946
"Alcorn County, MS",28003,39.7,1946
"Clermont County, OH",39025,39.7,1946
"Scioto County, OH",39145,39.7,1946
"Le Flore County, OK",40079,39.7,1946
"Mayes County, OK",40097,39.7,1946
"Union County, OR",41061,39.7,1946
"Washington County, TN",47179,39.7,1946
"Parker County, TX",48367,39.7,1946
"Grand County, UT",49019,39.7,1946
"Franklin County, VT",50011,39.7,1946
"Hale County, AL",1065,39.7,1946
"Telfair County, GA",13271,39.6,1965
"Thomas County, GA",13275,39.6,1965
"Lawrence County, IL",17101,39.6,1965
"McHenry County, IL",17111,39.6,1965
"Jennings County, IN",18079,39.6,1965
"Doniphan County, KS",20043,39.6,1965
"Meade County, KS",20119,39.6,1965
"De Soto Parish, LA",22031,39.6,1965
"Morehouse Parish, LA",22067,39.6,1965
"West Feliciana Parish, LA",22125,39.6,1965
"Kandiyohi County, MN",27067,39.6,1965
"Pennington County, MN",27113,39.6,1965
"Dunklin County, MO",29069,39.6,1965
"Lawrence County, MO",29109,39.6,1965
"Newton County, MO",29145,39.6,1965
"Scott County, MO",29201,39.6,1965
"Scotts Bluff County, NE",31157,39.6,1965
"Lincoln County, NV",32017,39.6,1965
"Richmond County, NY",36085,39.6,1965
"Alamance County, NC",37001,39.6,1965
"Dauphin County, PA",42043,39.6,1965
"Crockett County, TN",47033,39.6,1965
"Macon County, TN",47111,39.6,1965
"Marshall County, TN",47117,39.6,1965
"McMullen County, TX",48311,39.6,1965
"Garfield County, UT",49017,39.6,1965
"Fairfax Independent City, VA",51600,39.6,1965
"Norton Independent City, VA",51720,39.6,1965
"Crowley County, CO",8025,39.6,1965
"Santa Rosa County, FL",12113,39.5,1994
"Habersham County, GA",13137,39.5,1994
"Bear Lake County, ID",16007,39.5,1994
"Wapello County, IA",19179,39.5,1994
"Webster County, IA",19187,39.5,1994
"Jackson Parish, LA",22049,39.5,1994
"Isanti County, MN",27059,39.5,1994
"Mower County, MN",27099,39.5,1994
"Steele County, MN",27147,39.5,1994
"Marshall County, MS",28093,39.5,1994
"Prentiss County, MS",28117,39.5,1994
"Oswego County, NY",36075,39.5,1994
"Sampson County, NC",37163,39.5,1994
"Shelby County, OH",39149,39.5,1994
"Garvin County, OK",40049,39.5,1994
"Linn County, OR",41043,39.5,1994
"Lehigh County, PA",42077,39.5,1994
"Snyder County, PA",42109,39.5,1994
"Sumner County, TN",47165,39.5,1994
"Hartley County, TX",48205,39.5,1994
"York County, VA",51199,39.5,1994
"Emporia Independent City, VA",51595,39.5,1994
"Waynesboro Independent City, VA",51820,39.5,1994
"Jefferson, WI",55055,39.5,1994
"Union County, AR",5139,39.5,1994
"San Mateo County, CA",6081,39.5,1994
"Clay County, FL",12019,39.4,2020
"Pike County, GA",13231,39.4,2020
"Jay County, IN",18075,39.4,2020
"Porter County, IN",18127,39.4,2020
"Washington Parish, LA",22117,39.4,2020
"Waseca County, MN",27161,39.4,2020
"Cass County, MO",29037,39.4,2020
"Marion County, MO",29127,39.4,2020
"Sandoval County, NM",35043,39.4,2020
"Clinton County, NY",36019,39.4,2020
"Scotland County, NC",37165,39.4,2020
"Clinton County, OH",39027,39.4,2020
"Huron County, OH",39077,39.4,2020
"Montgomery County, OH",39113,39.4,2020
"Putnam County, OH",39137,39.4,2020
"Seneca County, OH",39147,39.4,2020
"Seminole County, OK",40133,39.4,2020
"Marlboro County, SC",45069,39.4,2020
"Calumet, WI",55015,39.4,2020
"Lake County, CO",8065,39.4,2020
"Miami-Dade County, FL",12086,39.3,2040
"Catoosa County, GA",13047,39.3,2040
"Wilcox County, GA",13315,39.3,2040
"Winnebago County, IL",17201,39.3,2040
"Pottawattamie County, IA",19155,39.3,2040
"Franklin County, KS",20059,39.3,2040
"Assumption Parish, LA",22007,39.3,2040
"St. Joseph County, MI",26149,39.3,2040
"Lewis County, MO",29111,39.3,2040
"Fairfield County, OH",39045,39.3,2040
"Pickaway County, OH",39129,39.3,2040
"Lane County, OR",41039,39.3,2040
"Allendale County, SC",45005,39.3,2040
"Bradley County, TN",47011,39.3,2040
"Hamilton County, TN",47065,39.3,2040
"Falls County, TX",48145,39.3,2040
"Wheeler County, TX",48483,39.3,2040
"Coffee County, AL",1031,39.3,2040
"DeKalb County, AL",1049,39.3,2040
"Houston County, AL",1069,39.3,2040
"Desha County, AR",5041,39.3,2040
"Grant County, AR",5053,39.3,2040
"Yell County, AR",5149,39.3,2040
"Seminole County, FL",12117,39.2,2063
"Berrien County, GA",13019,39.2,2063
"Turner County, GA",13287,39.2,2063
"Effingham County, IL",17049,39.2,2063
"Marion County, IA",19125,39.2,2063
"Stanton County, KS",20187,39.2,2063
"Frederick County, MD",24021,39.2,2063
"Gratiot County, MI",26057,39.2,2063
"Duplin County, NC",37061,39.2,2063
"Renville County, ND",38075,39.2,2063
"Love County, OK",40085,39.2,2063
"Hopkins County, TX",48223,39.2,2063
"Kitsap County, WA",53035,39.2,2063
"Monroe, WI",55081,39.2,2063
"Niobrara County, WY",56027,39.2,2063
"Bullock County, AL",1011,39.2,2063
"Ketchikan Gateway Borough, AK",2130,39.2,2063
"Independence County, AR",5063,39.2,2063
"Saline County, AR",5125,39.2,2063
"Kit Carson County, CO",8063,39.2,2063
"Ben Hill County, GA",13017,39.1,2083
"Payette County, ID",16075,39.1,2083
"Decatur County, IN",18031,39.1,2083
"Jasper County, IN",18073,39.1,2083
"Daviess County, KY",21059,39.1,2083
"Laurel County, KY",21125,39.1,2083
"Marion County, KY",21155,39.1,2083
"Oldham County, KY",21185,39.1,2083
"Baltimore County, MD",24005,39.1,2083
"Nantucket County, MA",25019,39.1,2083
"Dodge County, NE",31053,39.1,2083
"White Pine County, NV",32033,39.1,2083
"Warren County, OH",39165,39.1,2083
"Okmulgee County, OK",40111,39.1,2083
