county,code,hs_rate,rank
"Montgomery County, MD",24031,91.20%,674
"Otoe County, NE",31131,91.10%,695
"Marathon, WI",55073,91.10%,695
"Alpine County, CA",6003,91.10%,695
"Brown County, MN",27015,91.10%,695
"Lane County, OR",41039,91.10%,695
"Effingham County, IL",17049,91.10%,695
"Christian County, MO",29043,91.10%,695
"Jefferson, WI",55055,91.10%,695
"Bonneville County, ID",16019,91.10%,695
"Shawnee County, KS",20177,91.10%,695
"McLeod County, MN",27085,91.10%,695
"Mahaska County, IA",19123,91.10%,695
"Sawyer, WI",55113,91.10%,695
"Potter County, SD",46107,91.10%,695
"Randall County, TX",48381,91.10%,695
"Ravalli County, MT",30081,91.10%,695
"Butler County, NE",31023,91.10%,695
"Moffat County, CO",8081,91.10%,695
"Flagler County, FL",12035,91.10%,695
"Faulkner County, AR",5045,91.10%,695
"Polk County, MN",27119,91.10%,695
"Geauga County, OH",39055,91.10%,695
"Erie County, PA",42049,91.10%,695
"Honolulu County, HI",15003,91.10%,695
"Butte County, SD",46019,91.00%,719
"Dunn County, ND",38025,91.00%,719
"Koochiching County, MN",27071,91.00%,719
"Winnebago County, IA",19189,91.00%,719
"McPherson County, KS",20113,91.00%,719
"Osage County, KS",20139,91.00%,719
"Grant County, OK",40053,91.00%,719
"Camden County, GA",13039,91.00%,719
"Richardson County, NE",31147,91.00%,719
"Moody County, SD",46101,91.00%,719
"Monroe County, FL",12087,91.00%,719
"Cavalier County, ND",38019,91.00%,719
"Polk County, OR",41053,91.00%,719
"Pierce County, WA",53053,91.00%,719
"Summit County, OH",39153,91.00%,719
"Onslow County, NC",37133,91.00%,719
"Harrison County, IA",19085,91.00%,719
"Warren County, IN",18171,91.00%,719
"Kidder County, ND",38043,91.00%,719
"Clayton County, IA",19043,91.00%,719
"Antelope County, NE",31003,91.00%,719
"Baltimore County, MD",24005,91.00%,719
"Taylor County, IA",19173,90.90%,741
"Genesee County, NY",36037,90.90%,741
"Nassau County, FL",12089,90.90%,741
"Walworth, WI",55127,90.90%,741
"Adams County, NE",31001,90.90%,741
"Henrico County, VA",51087,90.90%,741
"Deuel County, NE",31049,90.90%,741
"Ocean County, NJ",34029,90.90%,741
"Ramsey County, ND",38071,90.90%,741
"Manitowoc, WI",55071,90.90%,741
"Rutland County, VT",50021,90.90%,741
"Sauk, WI",55111,90.90%,741
"Barnes County, ND",38003,90.90%,741
"Nassau County, NY",36059,90.90%,741
"Niagara County, NY",36063,90.90%,741
"Dolores County, CO",8033,90.90%,741
"Pepin, WI",55091,90.90%,741
"Waupaca, WI",55135,90.90%,741
"Anderson County, KS",20003,90.90%,741
"Erie County, NY",36029,90.80%,760
"Stanley County, SD",46117,90.80%,760
"Washington County, IA",19183,90.80%,760
"Washington County, OR",41067,90.80%,760
"Bottineau County, ND",38009,90.80%,760
"Will County, IL",17197,90.80%,760
"Black Hawk County, IA",19013,90.80%,760
"Morgan County, IL",17137,90.80%,760
"Madison County, AL",1089,90.80%,760
"Clay County, FL",12019,90.80%,760
"Ringgold County, IA",19159,90.80%,760
"Fillmore County, MN",27045,90.80%,760
"Silver Bow County, MT",30093,90.80%,760
"Sandoval County, NM",35043,90.80%,760
"Rutherford County, TN",47149,90.80%,760
"Hayes County, NE",31085,90.80%,760
"Le Sueur County, MN",27079,90.80%,760
"Seneca County, OH",39147,90.80%,760
"Washington County, OK",40147,90.80%,760
"Traverse County, MN",27155,90.70%,779
"Garfield County, UT",49017,90.70%,779
"Pike County, PA",42103,90.70%,779
"Southeast Fairbanks Borough, AK",2240,90.70%,779
"Nance County, NE",31125,90.70%,779
"Tippecanoe County, IN",18157,90.70%,779
"Ellsworth County, KS",20053,90.70%,779
"Bureau County, IL",17011,90.70%,779
"Stephenson County, IL",17177,90.70%,779
"Washington County, IL",17189,90.70%,779
"Pawnee County, NE",31133,90.70%,779
"Carroll County, IL",17015,90.70%,779
"Shelby County, OH",39149,90.70%,779
"Doniphan County, KS",20043,90.70%,779
"Clarke County, IA",19039,90.70%,779
"Delaware County, IA",19055,90.70%,779
"Antrim County, MI",26009,90.70%,779
"Sweetwater County, WY",56037,90.70%,779
"Harvey County, KS",20079,90.70%,779
"Blair County, PA",42013,90.70%,779
"Multnomah County, OR",41051,90.70%,779
"Kodiak Island Borough, AK",2150,90.70%,779
"Trinity County, CA",6105,90.70%,779
"Haakon County, SD",46055,90.70%,779
"Stark County, ND",38089,90.60%,803
"Lake County, MT",30047,90.60%,803
"Webster County, IA",19187,90.60%,803
"Shelby County, MO",29205,90.60%,803
"Shawano, WI",55115,90.60%,803
"Berkshire County, MA",25003,90.60%,803
"Dearborn County, IN",18029,90.60%,803
"Lyon County, IA",19119,90.60%,803
"Cheyenne County, CO",8017,90.60%,803
"Caledonia County, VT",50005,90.60%,803
"Kingsbury County, SD",46077,90.60%,803
"Richland County, SC",45079,90.60%,803
"Yellow Medicine County, MN",27173,90.60%,803
"Andrew County, MO",29003,90.60%,803
"Pratt County, KS",20151,90.60%,803
"Cherokee County, IA",19035,90.60%,803
"Tama County, IA",19171,90.60%,803
"Erie County, OH",39043,90.60%,803
"Davison County, SD",46035,90.60%,803
"Bennington County, VT",50003,90.60%,803
"Calhoun County, MI",26025,90.60%,803
"Mercer County, ND",38057,90.60%,803
"Goochland County, VA",51075,90.60%,803
"Powhatan County, VA",51145,90.60%,803
"Hoonah-Angoon Borough, AK",2105,90.60%,803
"Knox County, TN",47093,90.60%,803
"Kittitas County, WA",53037,90.60%,803
"St. Clair County, IL",17163,90.50%,830
"Onondaga County, NY",36067,90.50%,830
"Sumter County, FL",12119,90.50%,830
"Logan County, NE",31113,90.50%,830
"Lenawee County, MI",26091,90.50%,830
"Dewey County, OK",40043,90.50%,830
"Prince of Wales-Hyder Borough, AK",2198,90.50%,830
"Campbell County, SD",46021,90.50%,830
"Hill County, MT",30041,90.50%,830
"Monona County, IA",19133,90.50%,830
"Kalawao County, HI",15005,90.50%,830
"Otsego County, NY",36077,90.50%,830
"Cambria County, PA",42021,90.50%,830
"Bourbon County, KS",20011,90.50%,830
"New Castle County, DE",10003,90.50%,830
"Skamania County, WA",53059,90.50%,830
"Fulton County, OH",39051,90.40%,846
"Sullivan, NH",33019,90.40%,846
"Monroe County, MI",26115,90.40%,846
"Stark County, OH",39151,90.40%,846
"Elk County, KS",20049,90.40%,846
"Cortland County, NY",36023,90.40%,846
"Bryan County, GA",13029,90.40%,846
"Allen County, KS",20001,90.40%,846
"Northampton County, PA",42095,90.40%,846
"Carbon County, WY",56007,90.40%,846
"Baker County, OR",41001,90.40%,846
"Chase County, KS",20017,90.40%,846
"Calaveras County, CA",6009,90.40%,846
"Pinellas County, FL",12103,90.40%,846
"Oconto, WI",55083,90.40%,846
"Alpena County, MI",26007,90.40%,846
"Licking County, OH",39089,90.40%,846
"Madison County, NY",36053,90.40%,846
"Monroe County, NY",36055,90.40%,846
"Holt County, MO",29087,90.40%,846
"Clark County, KS",20025,90.40%,846
"Warren County, NJ",34041,90.40%,846
"Butte County, ID",16023,90.40%,846
"Franklin County, OH",39049,90.40%,846
"Bristol County, RI",44001,90.40%,846
"Columbia County, OR",41009,90.40%,846
"Manistee County, MI",26101,90.30%,872
"Osage County, MO",29151,90.30%,872
"Madison County, MS",28089,90.30%,872
"Humboldt County, CA",6023,90.30%,872
"Platte County, WY",56031,90.30%,872
"Charlottesville Independent City, VA",51540,90.30%,872
"Bell County, TX",48027,90.30%,872
"Bonner County, ID",16017,90.30%,872
"Cass County, IA",19029,90.30%,872
"Lincoln, WI",55069,90.30%,872
"Cumberland County, NC",37051,90.30%,872
"Price, WI",55099,90.30%,872
"Russell County, KS",20167,90.30%,872
"Ramsey County, MN",27123,90.30%,872
"Wyandot County, OH",39175,90.30%,872
"Chickasaw County, IA",19037,90.30%,872
"Bartholomew County, IN",18005,90.30%,872
"Logan County, OK",40083,90.30%,872
"Norman County, MN",27107,90.30%,872
"Peoria County, IL",17143,90.30%,872
"Paulding County, OH",39125,90.20%,892
"Tioga County, NY",36107,90.20%,892
"Converse County, WY",56009,90.20%,892
"Schenectady County, NY",36093,90.20%,892
"Williamson County, IL",17199,90.20%,892
"Lapeer County, MI",26087,90.20%,892
"Charleston County, SC",45019,90.20%,892
"Beltrami County, MN",27007,90.20%,892
"Coles County, IL",17029,90.20%,892
"Musselshell County, MT",30065,90.20%,892
"Chemung County, NY",36015,90.20%,892
"Monroe, WI",55081,90.20%,892
"Washington County, OH",39167,90.20%,892
"Broome County, NY",36007,90.20%,892
"Dundy County, NE",31057,90.20%,892
"Greenwood County, KS",20073,90.20%,892
"Jefferson County, NY",36045,90.20%,892
"East Baton Rouge Parish, LA",22033,90.20%,892
"Faribault County, MN",27043,90.20%,892
"Miner County, SD",46097,90.20%,892
"Montezuma County, CO",8083,90.20%,892
"Yavapai County, AZ",4025,90.20%,892
"Santa Rosa County, FL",12113,90.20%,892
"Cape Girardeau County, MO",29031,90.20%,892
"Herkimer County, NY",36043,90.20%,892
"Chattahoochee County, GA",13053,90.20%,892
"Grant County, SD",46051,90.20%,892
"Huntington County, IN",18069,90.10%,919
"Gibson County, IN",18051,90.10%,919
"Whitley County, IN",18183,90.10%,919
"Jasper County, IL",17079,90.10%,919
"Hampton Independent City, VA",51650,90.10%,919
"Dutchess County, NY",36027,90.10%,919
"Allegan County, MI",26005,90.10%,919
"Hamilton County, OH",39061,90.10%,919
"San Luis Obispo County, CA",6079,90.10%,919
"Brooke County, WV",54009,90.10%,919
"Martin County, MN",27091,90.10%,919
"Mahoning County, OH",39099,90.10%,919
"Billings County, ND",38007,90.10%,919
"Weber County, UT",49057,90.10%,919
"Pulaski County, AR",5119,90.10%,919
"Crawford County, KS",20037,90.10%,919
"Ulster County, NY",36111,90.10%,919
"Archer County, TX",48009,90.10%,919
"Cape May County, NJ",34009,90.10%,919
"Rock County, MN",27133,90.10%,919
"Campbell County, KY",21037,90.10%,919
"Crawford, WI",55023,90.10%,919
"Chippewa County, MN",27023,90.10%,919
"Rice County, MN",27131,90.10%,919
"Atchison County, MO",29005,90.00%,943
"Lackawanna County, PA",42069,90.00%,943
"Blaine County, ID",16013,90.00%,943
"Murray County, MN",27101,90.00%,943
"Baldwin County, AL",1003,90.00%,943
"Marion County, KS",20115,90.00%,943
"Worcester County, MA",25027,90.00%,943
"Grant County, AR",5053,90.00%,943
"Martin County, FL",12085,90.00%,943
"Schuyler County, NY",36097,90.00%,943
"Pottawattamie County, IA",19155,90.00%,943
"Carteret County, NC",37031,90.00%,943
"Suffolk County, NY",36103,90.00%,943
"Kenosha, WI",55059,90.00%,943
"Asotin County, WA",53003,90.00%,943
"Shasta County, CA",6089,90.00%,943
"Wayne County, NY",36117,90.00%,943
"McHenry County, ND",38049,90.00%,943
"Caldwell County, MO",29025,90.00%,943
"Rankin County, MS",28121,90.00%,943
"Franklin County, ID",16041,90.00%,943
"Wright County, IA",19197,90.00%,943
"Buncombe County, NC",37021,90.00%,943
"Macoupin County, IL",17117,90.00%,943
"District of Columbia, DC",11001,90.00%,943
"Scott County, KY",21209,90.00%,943
"Ransom County, ND",38073,90.00%,943
"Sioux County, IA",19167,89.90%,970
"Escambia County, FL",12033,89.90%,970
"Burt County, NE",31021,89.90%,970
"Blanco County, TX",48031,89.90%,970
"Columbia County, WA",53013,89.90%,970
"Barron, WI",55005,89.90%,970
"Gilliam County, OR",41021,89.90%,970
"Stutsman County, ND",38093,89.90%,970
"Fairfield County, CT",9001,89.90%,970
"Saline County, KS",20169,89.90%,970
"Fayette County, KY",21067,89.90%,970
"Jefferson County, OH",39081,89.90%,970
"St. Mary's County, MD",24037,89.90%,970
"Wayne County, PA",42127,89.90%,970
"Appanoose County, IA",19007,89.90%,970
"Lafayette, WI",55065,89.90%,970
"Cottonwood County, MN",27033,89.90%,970
"Mille Lacs County, MN",27095,89.90%,970
"Langlade, WI",55067,89.90%,970
"Stevens County, WA",53065,89.90%,970
"Pulaski County, MO",29169,89.90%,970
"Adair County, MO",29001,89.90%,970
"Dorchester County, SC",45035,89.90%,970
"Belmont County, OH",39013,89.90%,970
"Montour County, PA",42093,89.80%,994
"Defiance County, OH",39039,89.80%,994
"Mesa County, CO",8077,89.80%,994
"Houston County, GA",13153,89.80%,994
"Gloucester County, VA",51073,89.80%,994
"Jackson County, MO",29095,89.80%,994
"Wallace County, KS",20199,89.80%,994
"Glacier County, MT",30035,89.80%,994
"Sheridan County, NE",31161,89.80%,994
"Lake County, IL",17097,89.80%,994
"Tuolumne County, CA",6109,89.80%,994
"Woodson County, KS",20207,89.80%,994
"Hamilton County, IL",17065,89.80%,994
"Wilson County, TN",47189,89.80%,994
"Clark County, IL",17023,89.80%,994
"Vanderburgh County, IN",18163,89.80%,994
"Sanborn County, SD",46111,89.80%,994
"Fayette County, IA",19065,89.80%,994
"Armstrong County, TX",48011,89.80%,994
"Jackson County, MI",26075,89.80%,994
"Salt Lake County, UT",49035,89.80%,994
"Cherokee County, GA",13057,89.80%,994
"Harris County, GA",13145,89.80%,994
"Tillamook County, OR",41057,89.80%,994
"Bowman County, ND",38011,89.80%,994
"Sibley County, MN",27143,89.80%,994
"Piscataquis County, ME",23021,89.70%,1020
"Clay County, IN",18021,89.70%,1020
"DeKalb County, IN",18033,89.70%,1020
"Adams County, ID",16003,89.70%,1020
"Monroe County, MO",29137,89.70%,1020
"Franklin County, VT",50011,89.70%,1020
"Lake of the Woods County, MN",27077,89.70%,1020
"Butler County, OH",39017,89.70%,1020
"Curry County, OR",41015,89.70%,1020
"Millard County, UT",49027,89.70%,1020
"Benton County, IN",18007,89.70%,1020
"Athens County, OH",39009,89.70%,1020
"Liberty County, GA",13179,89.70%,1020
"Linn County, OR",41043,89.70%,1020
"Northumberland County, VA",51133,89.70%,1020
"Genesee County, MI",26049,89.60%,1035
"Benton County, WA",53005,89.60%,1035
"Uinta County, WY",56041,89.60%,1035
"Clay County, NE",31035,89.60%,1035
"Grant County, OR",41023,89.60%,1035
"Worcester County, MD",24047,89.60%,1035
"Comanche County, OK",40031,89.60%,1035
"Montgomery County, OH",39113,89.60%,1035
"Wood County, WV",54107,89.60%,1035
"Mecklenburg County, NC",37119,89.60%,1035
"Clark County, SD",46025,89.60%,1035
"Macon County, IL",17115,89.60%,1035
"Hardin County, KY",21093,89.60%,1035
"Steuben County, NY",36101,89.60%,1035
"White County, IN",18181,89.60%,1035
"Radford Independent City, VA",51750,89.60%,1035
"Paulding County, GA",13223,89.60%,1035
"Wagoner County, OK",40145,89.60%,1035
"Big Stone County, MN",27011,89.60%,1035
"Clermont County, OH",39025,89.60%,1035
"Big Horn County, WY",56003,89.60%,1035
"Spotsylvania County, VA",51177,89.60%,1035
"Moore County, NC",37125,89.60%,1035
"Logan County, OH",39091,89.60%,1035
"Emmet County, IA",19063,89.60%,1035
"Audubon County, IA",19009,89.60%,1035
"Knox County, OH",39083,89.60%,1035
"Harney County, OR",41025,89.60%,1035
"McKean County, PA",42083,89.60%,1035
"Gratiot County, MI",26057,89.60%,1035
"Brown County, IN",18013,89.60%,1035
"Essex County, NY",36031,89.60%,1035
"Monroe County, PA",42089,89.60%,1035
"Kent County, MI",26081,89.50%,1068
"Lincoln County, NM",35027,89.50%,1068
"Chippewa County, MI",26033,89.50%,1068
"Delaware County, IN",18035,89.50%,1068
"St. Clair County, MI",26147,89.50%,1068
"Mercer County, PA",42085,89.50%,1068
"Lawrence County, PA",42073,89.50%,1068
"Spencer County, KY",21215,89.50%,1068
"New Haven County, CT",9009,89.50%,1068
"Salem Independent City, VA",51775,89.50%,1068
"Granite County, MT",30039,89.50%,1068
"Mariposa County, CA",6043,89.50%,1068
"Deer Lodge County, MT",30023,89.50%,1068
"Henry County, GA",13151,89.40%,1081
"Lewis County, ID",16061,89.40%,1081
"Sevier County, UT",49041,89.40%,1081
"Androscoggin County, ME",23001,89.40%,1081
"Hardin County, OH",39065,89.40%,1081
"Harper County, KS",20077,89.40%,1081
"Bay County, MI",26017,89.40%,1081
"Douglas County, NE",31055,89.40%,1081
"Spencer County, IN",18147,89.40%,1081
"Charlotte County, FL",12015,89.40%,1081
"Trempealeau, WI",55121,89.40%,1081
"Clinton County, IL",17027,89.40%,1081
"Orange County, NY",36071,89.40%,1081
"Rock, WI",55105,89.40%,1081
"Blaine County, MT",30005,89.40%,1081
"Wabash County, IL",17185,89.40%,1081
"Churchill County, NV",32001,89.40%,1081
"Lafayette County, MS",28071,89.40%,1081
"Alger County, MI",26003,89.40%,1081
"Boundary County, ID",16021,89.40%,1081
"Orange County, VA",51137,89.40%,1081
"Floyd County, IN",18043,89.40%,1081
"Morrison County, MN",27097,89.40%,1081
"Towns County, GA",13281,89.40%,1081
"Richland, WI",55103,89.30%,1105
"Logan County, CO",8075,89.30%,1105
"Wadena County, MN",27159,89.30%,1105
"Fluvanna County, VA",51065,89.30%,1105
"Gage County, NE",31067,89.30%,1105
"Sandusky County, OH",39143,89.30%,1105
"Ionia County, MI",26067,89.30%,1105
"Menominee, WI",55078,89.30%,1105
"Kenton County, KY",21117,89.30%,1105
"Jefferson County, NE",31095,89.30%,1105
"Mecosta County, MI",26107,89.30%,1105
"Lancaster County, VA",51103,89.30%,1105
"McCook County, SD",46087,89.30%,1105
"Clay County, TX",48077,89.30%,1105
"Volusia County, FL",12127,89.30%,1105
"Chatham County, GA",13051,89.30%,1105
"Jefferson County, KY",21111,89.30%,1105
"Essex County, MA",25009,89.30%,1105
"Allen County, OH",39003,89.30%,1105
"Gentry County, MO",29075,89.30%,1105
"Pawnee County, KS",20145,89.30%,1105
"Gillespie County, TX",48171,89.30%,1105
"Parker County, TX",48367,89.30%,1105
"Saline County, AR",5125,89.30%,1105
"Hartford County, CT",9003,89.30%,1105
"Lincoln County, OR",41041,89.30%,1105
"Sumner County, TN",47165,89.30%,1105
"Perkins County, SD",46105,89.20%,1132
"Pend Oreille County, WA",53051,89.20%,1132
"Wayne County, IA",19185,89.20%,1132
"Carbon County, PA",42025,89.20%,1132
"Newport News Independent City, VA",51700,89.20%,1132
"Muskegon County, MI",26121,89.20%,1132
"Allen County, IN",18003,89.20%,1132
"Pondera County, MT",30073,89.20%,1132
"Schoolcraft County, MI",26153,89.20%,1132
"Sanpete County, UT",49039,89.20%,1132
"Orange County, TX",48361,89.20%,1132
"Boyd County, KY",21019,89.20%,1132
"Lexington County, SC",45063,89.20%,1132
"DeSoto County, MS",28033,89.20%,1132
"Bland County, VA",51021,89.20%,1132
"Marshall County, WV",54051,89.20%,1132
"Tuscola County, MI",26157,89.20%,1132
"Esmeralda County, NV",32009,89.20%,1132
"Macomb County, MI",26099,89.20%,1132
"Talbot County, MD",24041,89.20%,1132
"Lorain County, OH",39093,89.20%,1132
"Dickinson County, KS",20041,89.20%,1132
"Union County, NC",37179,89.20%,1132
"Fort Bend County, TX",48157,89.20%,1132
"Champaign County, OH",39021,89.10%,1156
"Perkins County, NE",31135,89.10%,1156
"Worth County, MO",29227,89.10%,1156
"Mason County, TX",48319,89.10%,1156
"Douglas County, OR",41019,89.10%,1156
"Armstrong County, PA",42005,89.10%,1156
"Mackinac County, MI",26097,89.10%,1156
"Luzerne County, PA",42079,89.10%,1156
